CORE:0000001	quality	BFO:0000019	quality
CORE:0000003	mass	http://www.ontologyrepository.com/CommonCoreOntologies/Mass	Mass
CORE:0000006	material entity	BFO:0000040	material entity
CORE:0000022	organism	http://www.ontologyrepository.com/CommonCoreOntologies/Organization	Organization
CORE:0000031	immaterial entity	BFO:0000141	immaterial entity
CORE:0000033	realizable	http://www.ontologyrepository.com/CommonCoreOntologies/realizes	realizes
CORE:0000034	process	BFO:0000015	process
CORE:0000041	has quality	http://www.ontologyrepository.com/CommonCoreOntologies/has_quality	has quality
