?x	?xl
<http://purl.obolibrary.org/obo/ENVO_01001689>	"mass of gas"@en
<http://purl.obolibrary.org/obo/ENVO_09100003>	"dissolved carbon atom in water"
<http://purl.obolibrary.org/obo/ENVO_00002113>	"deep marine sediment"
<http://purl.obolibrary.org/obo/ENVO_00002154>	"radioactive sediment"
<http://purl.obolibrary.org/obo/ENVO_00005768>	"orchid soil"
<http://purl.obolibrary.org/obo/ENVO_00002060>	"oil sludge"
<http://purl.obolibrary.org/obo/ENVO_3100021>	"concentration of neoxanthin in liquid water"
<http://purl.obolibrary.org/obo/ENVO_01000463>	"hydraulic cement"
<http://purl.obolibrary.org/obo/ENVO_01001133>	"mega-Earth"@en
<http://purl.obolibrary.org/obo/ENVO_00002244>	"gleysol"
<http://purl.obolibrary.org/obo/ENVO_01001642>	"interglacial"@en
<http://purl.obolibrary.org/obo/ENVO_02000048>	"contaminated animal feed"
<http://purl.obolibrary.org/obo/ENVO_01001080>	"space weather"@en
<http://purl.obolibrary.org/obo/ENVO_01000110>	"hydrogenous sediment"
<http://purl.obolibrary.org/obo/ENVO_01000293>	"ice mass"
<http://purl.obolibrary.org/obo/ENVO_00000345>	"grain of beach sand"
<http://purl.obolibrary.org/obo/ENVO_01000815>	"liquid environmental material"@en
<http://purl.obolibrary.org/obo/ENVO_01001135>	"desert planet"@en
<http://purl.obolibrary.org/obo/ENVO_01001036>	"sediment permeated by saline water"@en
<http://purl.obolibrary.org/obo/ENVO_00002056>	"shale"
<http://purl.obolibrary.org/obo/ENVO_01000318>	"extreme high temperature environment"
<http://purl.obolibrary.org/obo/ENVO_03000108>	"slab snow"@en
<http://purl.obolibrary.org/obo/ENVO_01000157>	"microbial mat material"
<http://purl.obolibrary.org/obo/ENVO_3200010>	"concentration of methanesulfonic acid in lake water"
<http://purl.obolibrary.org/obo/ENVO_09000008>	"concentration of carbon atom in soil"
<http://purl.obolibrary.org/obo/ENVO_09200014>	"temperature of water"
<http://purl.obolibrary.org/obo/ENVO_01001153>	"circumbinary planet"@en
<http://purl.obolibrary.org/obo/ENVO_01000381>	"continental temperate"
<http://purl.obolibrary.org/obo/ENVO_02000042>	"interstitial fluid material"
<http://purl.obolibrary.org/obo/ENVO_01000557>	"liquefied natural gas"@en
<http://purl.obolibrary.org/obo/ENVO_01000018>	"gravel"
<http://purl.obolibrary.org/obo/ENVO_01000481>	"silica-based glass"
<http://purl.obolibrary.org/obo/ENVO_00005759>	"alluvial paddy field soil"
<http://purl.obolibrary.org/obo/ENVO_00002262>	"clay soil"
<http://purl.obolibrary.org/obo/ENVO_3200016>	"concentration of silver in lake water"
<http://purl.obolibrary.org/obo/ENVO_2000044>	"coke"
<http://purl.obolibrary.org/obo/ENVO_01001496>	"inorganic macronutrient dissolved in ocean water"@en
<http://purl.obolibrary.org/obo/ENVO_00002050>	"achondrite"
<http://purl.obolibrary.org/obo/ENVO_01000835>	"cloud droplet"@en
<http://purl.obolibrary.org/obo/ENVO_01001850>	"frost"@en
<http://purl.obolibrary.org/obo/ENVO_01001565>	"water-based rain"@en
<http://purl.obolibrary.org/obo/ENVO_01000312>	"culturing environment"
<http://purl.obolibrary.org/obo/ENVO_3200057>	"concentration of titanium in snow"
<http://purl.obolibrary.org/obo/ENVO_02000130>	"boiler slag"@en
<http://purl.obolibrary.org/obo/ENVO_00003884>	"farmyard manure"
<http://purl.obolibrary.org/obo/ENVO_01001497>	"carbonate system of ocean water"@en
<http://purl.obolibrary.org/obo/ENVO_01000459>	"asphalt concrete"
<http://purl.obolibrary.org/obo/ENVO_01001427>	"altocumulus castellanus cloud"@en
<http://purl.obolibrary.org/obo/ENVO_01000872>	"ballast water"@en
<http://purl.obolibrary.org/obo/ENVO_00005753>	"urea enriched soil"
<http://purl.obolibrary.org/obo/ENVO_00003065>	"distilled water"
<http://purl.obolibrary.org/obo/ENVO_01001037>	"slightly saline water"@en
<http://purl.obolibrary.org/obo/ENVO_01000371>	"agricultural waste material"
<http://purl.obolibrary.org/obo/ENVO_02000033>	"pleural effusion material"
<http://purl.obolibrary.org/obo/ENVO_01000575>	"wax"@en
<http://purl.obolibrary.org/obo/ENVO_01001050>	"saline sediment environment"@en
<http://purl.obolibrary.org/obo/ENVO_01001544>	"two-dimensional fiat ice surface"@en
<http://purl.obolibrary.org/obo/ENVO_3100012>	"concentration of divinyl chlorophyll a in liquid water"
<http://purl.obolibrary.org/obo/ENVO_00005794>	"water scum"
<http://purl.obolibrary.org/obo/ENVO_00002254>	"vertisol"
<http://purl.obolibrary.org/obo/ENVO_3200007>	"concentration of gadolinium in lake water"
<http://purl.obolibrary.org/obo/ENVO_01001652>	"atmospheric aerosol"@en
<http://purl.obolibrary.org/obo/ENVO_00002006>	"liquid water"
<http://purl.obolibrary.org/obo/ENVO_00005749>	"farm soil"
<http://purl.obolibrary.org/obo/ENVO_04000007>	"lake water"@en
<http://purl.obolibrary.org/obo/ENVO_02000039>	"synovial fluid material"
<http://purl.obolibrary.org/obo/ENVO_01000479>	"lime plaster"
<http://purl.obolibrary.org/obo/ENVO_01001125>	"ice"@en
<http://purl.obolibrary.org/obo/ENVO_3200048>	"concentration of methanesulfonic acid in snow"
<http://purl.obolibrary.org/obo/ENVO_00003903>	"aviation fuel"
<http://purl.obolibrary.org/obo/ENVO_00002047>	"urine material"
<http://purl.obolibrary.org/obo/ENVO_09200000>	"temperature of environmental material"
<http://purl.obolibrary.org/obo/ENVO_01001847>	"hoarfrost"@en
<http://purl.obolibrary.org/obo/ENVO_01001705>	"temperate environment"@en
<http://purl.obolibrary.org/obo/ENVO_00005771>	"muddy soil"
<http://purl.obolibrary.org/obo/ENVO_02000104>	"cement dust"
<http://purl.obolibrary.org/obo/ENVO_01001400>	"homomutatus cloud"@en
<http://purl.obolibrary.org/obo/ENVO_01000167>	"determinate root nodule"
<http://purl.obolibrary.org/obo/ENVO_01000807>	"galaxy"@en
<http://purl.obolibrary.org/obo/ENVO_01000846>	"water ice crystal"@en
<http://purl.obolibrary.org/obo/ENVO_01001028>	"sediment permeated by freshwater"@en
<http://purl.obolibrary.org/obo/ENVO_3100032>	"fluorescence of water"
<http://purl.obolibrary.org/obo/ENVO_01001144>	"sub-Earth"@en
<http://purl.obolibrary.org/obo/ENVO_09200006>	"concentration of ammonium in soil"
<http://purl.obolibrary.org/obo/ENVO_01001185>	"acidic soil"@en
<http://purl.obolibrary.org/obo/ENVO_01001535>	"floeberg"@en
<http://purl.obolibrary.org/obo/ENVO_01001396>	"abyssal clay"@en
<http://purl.obolibrary.org/obo/ENVO_01000473>	"thatch"
<http://purl.obolibrary.org/obo/ENVO_01001608>	"kerosene oil"@en
<http://purl.obolibrary.org/obo/ENVO_01000120>	"clay sediment"
<http://purl.obolibrary.org/obo/ENVO_3200025>	"concentration of europium in water ice"
<http://purl.obolibrary.org/obo/ENVO_00002135>	"treated wood"
<http://purl.obolibrary.org/obo/ENVO_01001046>	"planetary subsurface environment"@en
<http://purl.obolibrary.org/obo/ENVO_01000373>	"biological waste material"
<http://purl.obolibrary.org/obo/ENVO_00002176>	"contaminated sludge"
<http://purl.obolibrary.org/obo/ENVO_01000274>	"slate"
<http://purl.obolibrary.org/obo/ENVO_03000111>	"snow mass"@en
<http://purl.obolibrary.org/obo/ENVO_01001235>	"planktonic kerogen"@en
<http://purl.obolibrary.org/obo/ENVO_01001116>	"bovine dairy liquid manure"@en
<http://purl.obolibrary.org/obo/ENVO_01001649>	"heavy fraction material"@en
<http://purl.obolibrary.org/obo/ENVO_02000029>	"cerebrospinal fluid material"
<http://purl.obolibrary.org/obo/ENVO_09000018>	"concentration of nitrogen atom in water"
<http://purl.obolibrary.org/obo/ENVO_02000098>	"platinum ore"
<http://purl.obolibrary.org/obo/ENVO_00002114>	"chemically enriched sediment"
<http://purl.obolibrary.org/obo/ENVO_00005763>	"humus-rich acidic ash soil"
<http://purl.obolibrary.org/obo/ENVO_02000008>	"cell culture"
<http://purl.obolibrary.org/obo/ENVO_01001040>	"saline environment"@en
<http://purl.obolibrary.org/obo/ENVO_00002155>	"high-level radioactive sediment"
<http://purl.obolibrary.org/obo/ENVO_00005769>	"mountain forest soil"
<http://purl.obolibrary.org/obo/ENVO_01000464>	"non-hydraulic cement"
<http://purl.obolibrary.org/obo/ENVO_01000111>	"cosmogenous sediment"
<http://purl.obolibrary.org/obo/ENVO_01000322>	"brackish water environment"
<http://purl.obolibrary.org/obo/ENVO_00002245>	"gypsisol"
<http://purl.obolibrary.org/obo/ENVO_01001643>	"ice age"@en
<http://purl.obolibrary.org/obo/ENVO_01001001>	"plant-associated environment"@en
<http://purl.obolibrary.org/obo/ENVO_00002016>	"sedimentary rock"
<http://purl.obolibrary.org/obo/ENVO_2000007>	"biochar"
<http://purl.obolibrary.org/obo/ENVO_01000082>	"biogenous sediment"
<http://purl.obolibrary.org/obo/ENVO_01000722>	"meltwater"@en
<http://purl.obolibrary.org/obo/ENVO_01001226>	"terrestrial natural environment"@en
<http://purl.obolibrary.org/obo/ENVO_3100004>	"concentration of ammonium in liquid water"
<http://purl.obolibrary.org/obo/ENVO_00000346>	"grain of acid dune sand"
<http://purl.obolibrary.org/obo/ENVO_01000117>	"granular sediment"
<http://purl.obolibrary.org/obo/ENVO_03000034>	"shallow marine sediment"@en
<http://purl.obolibrary.org/obo/ENVO_09000009>	"concentration of carbon atom in water"
<http://purl.obolibrary.org/obo/ENVO_09100004>	"dissolved nitrogen atom in environmental material"
<http://purl.obolibrary.org/obo/ENVO_01000441>	"andesite"
<http://purl.obolibrary.org/obo/ENVO_01001060>	"single strain cell culture"@en
<http://purl.obolibrary.org/obo/ENVO_01001410>	"altostratus cloud"@en
<http://purl.obolibrary.org/obo/ENVO_01000158>	"marine snow"
<http://purl.obolibrary.org/obo/ENVO_3200011>	"concentration of molybdenum in lake water"
<http://purl.obolibrary.org/obo/ENVO_00002870>	"adobe"
<http://purl.obolibrary.org/obo/ENVO_3100022>	"concentration of nitrate in liquid water"
<http://purl.obolibrary.org/obo/ENVO_00003982>	"travertine"
<http://purl.obolibrary.org/obo/ENVO_09200015>	"humidity of soil"
<http://purl.obolibrary.org/obo/ENVO_01000266>	"water vapour"
<http://purl.obolibrary.org/obo/ENVO_00002010>	"saline water"
<http://purl.obolibrary.org/obo/ENVO_01001525>	"hard-frozen soil"@en
<http://purl.obolibrary.org/obo/ENVO_01000701>	"volcanic ash"@en
<http://purl.obolibrary.org/obo/ENVO_00002051>	"stony-iron meteorite"
<http://purl.obolibrary.org/obo/ENVO_01000482>	"soda-lime glass"
<http://purl.obolibrary.org/obo/ENVO_00002263>	"garden soil"
<http://purl.obolibrary.org/obo/ENVO_01000313>	"anthropogenic environment"
<http://purl.obolibrary.org/obo/ENVO_3200017>	"concentration of thallium in lake water"
<http://purl.obolibrary.org/obo/ENVO_3200050>	"concentration of neodymium in snow"
<http://purl.obolibrary.org/obo/ENVO_2000045>	"hydrocarbon-based environmental material"
<http://purl.obolibrary.org/obo/ENVO_03000013>	"cirque glacier"@en
<http://purl.obolibrary.org/obo/ENVO_01001203>	"alluvial sediment"@en
<http://purl.obolibrary.org/obo/ENVO_01001136>	"ocean planet"@en
<http://purl.obolibrary.org/obo/ENVO_3200058>	"concentration of yttrium in snow"
<http://purl.obolibrary.org/obo/ENVO_00002057>	"raw primary sludge"
<http://purl.obolibrary.org/obo/ENVO_00000456>	"tidewater glacier"
<http://purl.obolibrary.org/obo/ENVO_01001428>	"water-based cloud"@en
<http://purl.obolibrary.org/obo/ENVO_01000354>	"ice cap climatic condition"
<http://purl.obolibrary.org/obo/ENVO_01001010>	"hydrometeor"@en
<http://purl.obolibrary.org/obo/ENVO_01001154>	"volatile astrogeological material"@en
<http://purl.obolibrary.org/obo/ENVO_01001504>	"glacial surface layer velocity"@en
<http://purl.obolibrary.org/obo/ENVO_00005754>	"fertilized soil"
<http://purl.obolibrary.org/obo/ENVO_01001545>	"two-dimensional fiat water ice surface"@en
<http://purl.obolibrary.org/obo/ENVO_3100013>	"concentration of divinyl chlorophyll b in liquid water"
<http://purl.obolibrary.org/obo/ENVO_01000789>	"flame"@en
<http://purl.obolibrary.org/obo/ENVO_01001038>	"moderately saline water"@en
<http://purl.obolibrary.org/obo/ENVO_00002001>	"waste water"
<http://purl.obolibrary.org/obo/ENVO_00002145>	"chromate contaminated soil"
<http://purl.obolibrary.org/obo/ENVO_3200052>	"concentration of praseodymium in snow"
<http://purl.obolibrary.org/obo/ENVO_00002180>	"naphthalene enriched sediment"
<http://purl.obolibrary.org/obo/ENVO_2100002>	"intestine environment"
<http://purl.obolibrary.org/obo/ENVO_01000836>	"water-based cloud droplet"@en
<http://purl.obolibrary.org/obo/ENVO_01001407>	"cirrocumulus cloud"@en
<http://purl.obolibrary.org/obo/ENVO_3200008>	"concentration of lanthanum in lake water"
<http://purl.obolibrary.org/obo/ENVO_01000944>	"microplastic particle"@en
<http://purl.obolibrary.org/obo/ENVO_00000338>	"vomit material"
<http://purl.obolibrary.org/obo/ENVO_03000004>	"glacial ice"@en
<http://purl.obolibrary.org/obo/ENVO_00002007>	"sediment"
<http://purl.obolibrary.org/obo/ENVO_01000850>	"clathrate material"@en
<http://purl.obolibrary.org/obo/ENVO_00002186>	"contaminated water"
<http://purl.obolibrary.org/obo/ENVO_00002048>	"chondrite"
<http://purl.obolibrary.org/obo/ENVO_01001126>	"astrogeological ice"@en
<http://purl.obolibrary.org/obo/ENVO_01001145>	"chthonian planet"@en
<http://purl.obolibrary.org/obo/ENVO_09200007>	"concentration of nitrate in soil"
<http://purl.obolibrary.org/obo/ENVO_00005772>	"orchard soil"
<http://purl.obolibrary.org/obo/ENVO_01001391>	"gill tissue material"@en
<http://purl.obolibrary.org/obo/ENVO_01000808>	"dwarf planet"@en
<http://purl.obolibrary.org/obo/ENVO_01001029>	"fecal environment"@en
<http://purl.obolibrary.org/obo/ENVO_01000474>	"brick material"
<http://purl.obolibrary.org/obo/ENVO_00002255>	"solonetz"
<http://purl.obolibrary.org/obo/ENVO_00002136>	"arsenate treated wood"
<http://purl.obolibrary.org/obo/ENVO_00002042>	"surface water"
<http://purl.obolibrary.org/obo/ENVO_01001397>	"ultisol"@en
<http://purl.obolibrary.org/obo/ENVO_01000121>	"colloidal sediment"
<http://purl.obolibrary.org/obo/ENVO_3200026>	"concentration of gadolinium in water ice"
<http://purl.obolibrary.org/obo/ENVO_01001047>	"non-saline planetary subsurface environment"@en
<http://purl.obolibrary.org/obo/ENVO_03000112>	"snow drift"@en
<http://purl.obolibrary.org/obo/ENVO_02000099>	"coal dust"
<http://purl.obolibrary.org/obo/ENVO_01001236>	"sulfrous kerogen"@en
<http://purl.obolibrary.org/obo/ENVO_01001848>	"rime"@en
<http://purl.obolibrary.org/obo/ENVO_01001117>	"poultry manure"@en
<http://purl.obolibrary.org/obo/ENVO_02000105>	"clay dust"
<http://purl.obolibrary.org/obo/ENVO_3200009>	"concentration of lithium in lake water"
<http://purl.obolibrary.org/obo/ENVO_01000235>	"ultramafic lava"
<http://purl.obolibrary.org/obo/ENVO_01000168>	"indeterminate root nodule"
<http://purl.obolibrary.org/obo/ENVO_01000847>	"hair ice"@en
<http://purl.obolibrary.org/obo/ENVO_09000019>	"concentration of chloride in water"
<http://purl.obolibrary.org/obo/ENVO_00002115>	"petroleum enriched sediment"
<http://purl.obolibrary.org/obo/ENVO_3100033>	"pressure of water"
<http://purl.obolibrary.org/obo/ENVO_01001536>	"sea ice mass"@en
<http://purl.obolibrary.org/obo/ENVO_3200020>	"concentration of yttrium in lake water"
<http://purl.obolibrary.org/obo/ENVO_01000676>	"contaminated air"@en
<http://purl.obolibrary.org/obo/ENVO_01001644>	"material primarily composed of biogenic carbonates"@en
<http://purl.obolibrary.org/obo/ENVO_01001002>	"animal-associated environment"@en
<http://purl.obolibrary.org/obo/ENVO_01000112>	"polymetallic nodule"
<http://purl.obolibrary.org/obo/ENVO_00002206>	"coal mine waste material"
<http://purl.obolibrary.org/obo/ENVO_00000347>	"grain of sea sand"
<http://purl.obolibrary.org/obo/ENVO_03000063>	"new ice"@en
<http://purl.obolibrary.org/obo/ENVO_01001088>	"aerosolised liquids"@en
<http://purl.obolibrary.org/obo/ENVO_00002150>	"coastal sea water"
<http://purl.obolibrary.org/obo/ENVO_3100005>	"concentration of bacteriochlorophyll a in liquid water"
<http://purl.obolibrary.org/obo/ENVO_01000118>	"sandy sediment"
<http://purl.obolibrary.org/obo/ENVO_00003965>	"anaerobic digester sludge"
<http://purl.obolibrary.org/obo/ENVO_00005764>	"pond soil"
<http://purl.obolibrary.org/obo/ENVO_00003076>	"glue"
<http://purl.obolibrary.org/obo/ENVO_09100005>	"dissolved nitrogen atom in soil"
<http://purl.obolibrary.org/obo/ENVO_00002011>	"fresh water"
<http://purl.obolibrary.org/obo/ENVO_01001049>	"non-saline sediment environment"@en
<http://purl.obolibrary.org/obo/ENVO_01000442>	"dacite"
<http://purl.obolibrary.org/obo/ENVO_02000044>	"siliceous ooze"
<http://purl.obolibrary.org/obo/ENVO_00002223>	"oligotrophic water"
<http://purl.obolibrary.org/obo/ENVO_00002191>	"animal litter"
<http://purl.obolibrary.org/obo/ENVO_3100023>	"concentration of nitrite in liquid water"
<http://purl.obolibrary.org/obo/ENVO_01001417>	"silvagenitus cloud"@en
<http://purl.obolibrary.org/obo/ENVO_00002264>	"waste material"
<http://purl.obolibrary.org/obo/ENVO_3200018>	"concentration of tin in lake water"
<http://purl.obolibrary.org/obo/ENVO_01001204>	"alluvial deposit"@en
<http://purl.obolibrary.org/obo/ENVO_00002017>	"metamorphic rock"
<http://purl.obolibrary.org/obo/ENVO_2000008>	"lignite"
<http://purl.obolibrary.org/obo/ENVO_00002052>	"iron meteorite"
<http://purl.obolibrary.org/obo/ENVO_01000314>	"high osmolarity environment"
<http://purl.obolibrary.org/obo/ENVO_00000457>	"plateau glacier"
<http://purl.obolibrary.org/obo/ENVO_01001361>	"atmospheric wind direction"@en
<http://purl.obolibrary.org/obo/ENVO_02000090>	"ash"@en
<http://purl.obolibrary.org/obo/ENVO_01001711>	"upper air"@en
<http://purl.obolibrary.org/obo/ENVO_3200051>	"concentration of niobium in snow"
<http://purl.obolibrary.org/obo/ENVO_01001458>	"mist"@en
<http://purl.obolibrary.org/obo/ENVO_01001137>	"ice planet"@en
<http://purl.obolibrary.org/obo/ENVO_3200059>	"concentration of urea in liquid water"
<http://purl.obolibrary.org/obo/ENVO_00003914>	"chalk soil"
<http://purl.obolibrary.org/obo/ENVO_09200010>	"acidity of soil"
<http://purl.obolibrary.org/obo/ENVO_00002058>	"secondary sludge"
<http://purl.obolibrary.org/obo/ENVO_03000128>	"acidic water-based rain"@en
<http://purl.obolibrary.org/obo/ENVO_01001858>	"cloud cover"@en
<http://purl.obolibrary.org/obo/ENVO_02000115>	"vanadium fume"
<http://purl.obolibrary.org/obo/ENVO_01001411>	"nimbostratus cloud"@en
<http://purl.obolibrary.org/obo/ENVO_3200012>	"concentration of neodymium in lake water"
<http://purl.obolibrary.org/obo/ENVO_00002871>	"alluvial soil"
<http://purl.obolibrary.org/obo/ENVO_00002140>	"cobble"
<http://purl.obolibrary.org/obo/ENVO_01001039>	"highly saline water"@en
<http://purl.obolibrary.org/obo/ENVO_09200016>	"conductivity of soil"
<http://purl.obolibrary.org/obo/ENVO_01001155>	"astrogeological gas"@en
<http://purl.obolibrary.org/obo/ENVO_01000831>	"droplet"@en
<http://purl.obolibrary.org/obo/ENVO_2100003>	"skin environment"
<http://purl.obolibrary.org/obo/ENVO_01001546>	"iceberg"@en
<http://purl.obolibrary.org/obo/ENVO_01000483>	"flat glass"
<http://purl.obolibrary.org/obo/ENVO_3100014>	"concentration of fucoxanthin in liquid water"
<http://purl.obolibrary.org/obo/ENVO_00002146>	"xylene contaminated soil"
<http://purl.obolibrary.org/obo/ENVO_00002008>	"dust"
<http://purl.obolibrary.org/obo/ENVO_01000945>	"primary microplastic particle"@en
<http://purl.obolibrary.org/obo/ENVO_01001127>	"ice giant"@en
<http://purl.obolibrary.org/obo/ENVO_01000851>	"methane clathrate"@en
<http://purl.obolibrary.org/obo/ENVO_00002049>	"stony meteorite"
<http://purl.obolibrary.org/obo/ENVO_01001011>	"light emitted by lightning"@en
<http://purl.obolibrary.org/obo/ENVO_00005773>	"pasture soil"
<http://purl.obolibrary.org/obo/ENVO_01001540>	"simple valley glacier"@en
<http://purl.obolibrary.org/obo/ENVO_03000096>	"season"@en
<http://purl.obolibrary.org/obo/ENVO_01001402>	"haze"@en
<http://purl.obolibrary.org/obo/ENVO_3200030>	"concentration of molybdenum in water ice"
<http://purl.obolibrary.org/obo/ENVO_01000809>	"minor planet"@en
<http://purl.obolibrary.org/obo/ENVO_09200008>	"composition of soil"
<http://purl.obolibrary.org/obo/ENVO_01001052>	"aerosol environment"@en
<http://purl.obolibrary.org/obo/ENVO_00005779>	"vegetable garden soil"
<http://purl.obolibrary.org/obo/ENVO_01001408>	"cirrostratus cloud"@en
<http://purl.obolibrary.org/obo/ENVO_00002256>	"regosol"
<http://purl.obolibrary.org/obo/ENVO_03000005>	"erosionally enriched glacial ice"@en
<http://purl.obolibrary.org/obo/ENVO_00003081>	"metal contaminated soil"
<http://purl.obolibrary.org/obo/ENVO_02000059>	"surface soil"
<http://purl.obolibrary.org/obo/ENVO_01000828>	"humid air"@en
<http://purl.obolibrary.org/obo/ENVO_01000375>	"tropical marine condition"
<http://purl.obolibrary.org/obo/ENVO_03000113>	"snow patch"@en
<http://purl.obolibrary.org/obo/ENVO_01001701>	"tropical environment"@en
<http://purl.obolibrary.org/obo/ENVO_02000100>	"mineral dust"
<http://purl.obolibrary.org/obo/ENVO_01001237>	"humic kerogen"@en
<http://purl.obolibrary.org/obo/ENVO_3100015>	"concentration of Guanosine 5-triphosphate in liquid water"
<http://purl.obolibrary.org/obo/ENVO_01000842>	"smog"@en
<http://purl.obolibrary.org/obo/ENVO_01000236>	"basalt"
<http://purl.obolibrary.org/obo/ENVO_01000681>	"sodium chloride salt"@en
<http://purl.obolibrary.org/obo/ENVO_00002160>	"estuarine mud"
<http://purl.obolibrary.org/obo/ENVO_02000106>	"asbestos dust"
<http://purl.obolibrary.org/obo/ENVO_00002869>	"hay"
<http://purl.obolibrary.org/obo/ENVO_3200021>	"concentration of bromine in water ice"
<http://purl.obolibrary.org/obo/ENVO_01000169>	"indeterminate root nodule active meristem"
<http://purl.obolibrary.org/obo/ENVO_01001283>	"aluminium dust"@en
<http://purl.obolibrary.org/obo/ENVO_01001164>	"geodiversity"@en
<http://purl.obolibrary.org/obo/ENVO_3100034>	"concentration of silicic acid in liquid water"
<http://purl.obolibrary.org/obo/ENVO_01000277>	"water ice"
<http://purl.obolibrary.org/obo/ENVO_01001820>	"cultured organic material"@en
<http://purl.obolibrary.org/obo/ENVO_02000053>	"hide"
<http://purl.obolibrary.org/obo/ENVO_00000307>	"icefall"
<http://purl.obolibrary.org/obo/ENVO_00003030>	"silage"
<http://purl.obolibrary.org/obo/ENVO_00002274>	"stagnosol"
<http://purl.obolibrary.org/obo/ENVO_3200027>	"concentration of lanthanum in water ice"
<http://purl.obolibrary.org/obo/ENVO_01001003>	"non-saline environment"@en
<http://purl.obolibrary.org/obo/ENVO_01000230>	"arid"
<http://purl.obolibrary.org/obo/ENVO_01001147>	"helium planet"@en
<http://purl.obolibrary.org/obo/ENVO_01001048>	"sediment environment"@en
<http://purl.obolibrary.org/obo/ENVO_00002207>	"self-heating coal mine waste material"
<http://purl.obolibrary.org/obo/ENVO_3100006>	"concentration of beta-carotene in liquid water"
<http://purl.obolibrary.org/obo/ENVO_00000348>	"grain of rocky sand"
<http://purl.obolibrary.org/obo/ENVO_01000119>	"silty sediment"
<http://purl.obolibrary.org/obo/ENVO_00003071>	"grass silage"
<http://purl.obolibrary.org/obo/ENVO_01001009>	"photometeor"@en
<http://purl.obolibrary.org/obo/ENVO_09200020>	"concentration of nitrate in groundwater"
<http://purl.obolibrary.org/obo/ENVO_02000004>	"nesting material"
<http://purl.obolibrary.org/obo/ENVO_09100006>	"dissolved nitrogen atom in water"
<http://purl.obolibrary.org/obo/ENVO_00002116>	"contaminated soil"
<http://purl.obolibrary.org/obo/ENVO_01000829>	"water vapour saturated air"@en
<http://purl.obolibrary.org/obo/ENVO_01001514>	"congelation ice in a fresh water body"@en
<http://purl.obolibrary.org/obo/ENVO_00002224>	"eutrophic water"
<http://purl.obolibrary.org/obo/ENVO_00005765>	"frozen compost soil"
<http://purl.obolibrary.org/obo/ENVO_3100024>	"concentration of nitrous oxide in liquid water"
<http://purl.obolibrary.org/obo/ENVO_00002012>	"hypersaline water"
<http://purl.obolibrary.org/obo/ENVO_02000045>	"red clay"
<http://purl.obolibrary.org/obo/ENVO_00002157>	"stromatolite mat"
<http://purl.obolibrary.org/obo/ENVO_00010483>	"environmental material"
<http://purl.obolibrary.org/obo/ENVO_01001068>	"meteoroid"@en
<http://purl.obolibrary.org/obo/ENVO_01001418>	"cirrus fibratus cloud"@en
<http://purl.obolibrary.org/obo/ENVO_01000113>	"suspended sediment"
<http://purl.obolibrary.org/obo/ENVO_3200019>	"concentration of titanium in lake water"
<http://purl.obolibrary.org/obo/ENVO_02000091>	"coal"
<http://purl.obolibrary.org/obo/ENVO_02000120>	"zinc chloride fume"
<http://purl.obolibrary.org/obo/ENVO_01001138>	"carbon dioxide ice"@en
<http://purl.obolibrary.org/obo/ENVO_00002018>	"sewage"
<http://purl.obolibrary.org/obo/ENVO_2000009>	"sub-bitumous coal"
<http://purl.obolibrary.org/obo/ENVO_01001686>	"mass of environmental material"@en
<http://purl.obolibrary.org/obo/ENVO_09000010>	"solubility of nitrogen atom in environmental material"
<http://purl.obolibrary.org/obo/ENVO_00002059>	"biosolids"
<http://purl.obolibrary.org/obo/ENVO_00000458>	"valley glacier"
<http://purl.obolibrary.org/obo/ENVO_01001362>	"atmospheric wind speed"@en
<http://purl.obolibrary.org/obo/ENVO_02000022>	"excreta material"
<http://purl.obolibrary.org/obo/ENVO_09200011>	"pressure of air"
<http://purl.obolibrary.org/obo/ENVO_01000537>	"atmospheric ozone"
<http://purl.obolibrary.org/obo/ENVO_3200041>	"concentration of cerium in snow"
<http://purl.obolibrary.org/obo/ENVO_00003090>	"kynurenate enriched soil"
<http://purl.obolibrary.org/obo/ENVO_01001156>	"refractory astrogeological material"@en
<http://purl.obolibrary.org/obo/ENVO_03000129>	"monsoon season"@en
<http://purl.obolibrary.org/obo/ENVO_01001506>	"ice calf"@en
<http://purl.obolibrary.org/obo/ENVO_00005783>	"leafy wood soil"
<http://purl.obolibrary.org/obo/ENVO_01001412>	"stratocumulus cloud"@en
<http://purl.obolibrary.org/obo/ENVO_00002192>	"poultry litter"
<http://purl.obolibrary.org/obo/ENVO_09200017>	"composition of water"
<http://purl.obolibrary.org/obo/ENVO_01000268>	"atmospheric water vapour"
<http://purl.obolibrary.org/obo/ENVO_00002147>	"coal mine lake sediment"
<http://purl.obolibrary.org/obo/ENVO_01000344>	"nival"
<http://purl.obolibrary.org/obo/ENVO_2100004>	"integumental system environment"
<http://purl.obolibrary.org/obo/ENVO_00002053>	"limestone"
<http://purl.obolibrary.org/obo/ENVO_01000838>	"smoke"@en
<http://purl.obolibrary.org/obo/ENVO_01000484>	"container glass"
<http://purl.obolibrary.org/obo/ENVO_01000131>	"mesophilic sediment"
<http://purl.obolibrary.org/obo/ENVO_00000298>	"marine iceberg"
<http://purl.obolibrary.org/obo/ENVO_01000600>	"rainwater"@en
<http://purl.obolibrary.org/obo/ENVO_01000315>	"acidic environment"
<http://purl.obolibrary.org/obo/ENVO_3200037>	"concentration of tin in water ice"
<http://purl.obolibrary.org/obo/ENVO_00000085>	"alpine glacier"
