?x	?xl
<http://purl.obolibrary.org/obo/FBbt_00110614>	"adult fruitless pMP-a (male) lineage clone"
<http://purl.obolibrary.org/obo/FBbt_00007001>	"anatomical structure"
<http://purl.obolibrary.org/obo/FBbt_00005932>	"Ppd6 neuroblast"
<http://purl.obolibrary.org/obo/FBbt_00000330>	"embryonic/larval ganglionic branch 4"
<http://purl.obolibrary.org/obo/FBbt_00004930>	"hub cell"
<http://purl.obolibrary.org/obo/FBbt_00005883>	"eye photoreceptor cell stalk"
<http://purl.obolibrary.org/obo/FBbt_00005031>	"tracheal metamere 6"
<http://purl.obolibrary.org/obo/FBbt_00110655>	"fan-shaped body layer 7"
<http://purl.obolibrary.org/obo/FBbt_00005344>	"stage P2 prepupa"
<http://purl.obolibrary.org/obo/FBbt_00000548>	"mesothoracic ventral longitudinal muscle"
<http://purl.obolibrary.org/obo/FBbt_00004541>	"mediproboscis"
<http://purl.obolibrary.org/obo/FBbt_00003118>	"metathoracic air sac"
<http://purl.obolibrary.org/obo/FBbt_00005072>	"circular visceral muscle fiber"
<http://purl.obolibrary.org/obo/FBbt_00003200>	"transverse adult oenocyte band 6"
<http://purl.obolibrary.org/obo/FBbt_00004002>	"stomodeal nerve projection"
<http://purl.obolibrary.org/obo/FBbt_00000589>	"A1-7 acute muscle"
<http://purl.obolibrary.org/obo/FBbt_00000182>	"embryonic abdominal segment 10"
<http://purl.obolibrary.org/obo/FBbt_00001628>	"medial protocerebral tract"
<http://purl.obolibrary.org/obo/FBbt_00100406>	"larval antennal lobe glomerulus 67b"
<http://purl.obolibrary.org/obo/FBbt_00111118>	"adult fruitless vMS5 lineage clone"
<http://purl.obolibrary.org/obo/FBbt_00001356>	"ventral deutocerebral neuroblast"
<http://purl.obolibrary.org/obo/FBbt_00111040>	"larval abdominal 8 neuromere"
<http://purl.obolibrary.org/obo/FBbt_00003324>	"pretarsal depressor muscle"
<http://purl.obolibrary.org/obo/FBbt_00010687>	"abdominal 2 temporary eclosion muscle DA3"
<http://purl.obolibrary.org/obo/FBbt_00007314>	"intersegmental nerve of A1-7"
<http://purl.obolibrary.org/obo/FBbt_00007042>	"enterocyte"
<http://purl.obolibrary.org/obo/FBbt_00005971>	"Td2 neuroblast"
<http://purl.obolibrary.org/obo/FBbt_00100523>	"distal satellite glial cell"
<http://purl.obolibrary.org/obo/FBbt_00003946>	"antennal lobe glomerulus VC2"
<http://purl.obolibrary.org/obo/FBbt_00110616>	"adult fruitless pMP-b (male) lineage clone"
<http://purl.obolibrary.org/obo/FBbt_00047066>	"mushroom body anterior-posterior layer of alpha' lobe slice 2"
<http://purl.obolibrary.org/obo/FBbt_00110848>	"presumptive postorbital bristle"
<http://purl.obolibrary.org/obo/FBbt_00007664>	"proximal joint of metathoracic coxa"
<http://purl.obolibrary.org/obo/FBbt_00005385>	"ostium"
<http://purl.obolibrary.org/obo/FBbt_00001903>	"embryonic/larval ureter"
<http://purl.obolibrary.org/obo/FBbt_00049174>	"mesothoracic neuroblast NB3-5"
<http://purl.obolibrary.org/obo/FBbt_00004105>	"abdominal segment 1 nerve"
<http://purl.obolibrary.org/obo/FBbt_00100564>	"neuroblast BAlp2"
<http://purl.obolibrary.org/obo/FBbt_00110861>	"Malpighian tubule tiny cell"
<http://purl.obolibrary.org/obo/FBbt_00005550>	"proventriculus primordium"
<http://purl.obolibrary.org/obo/FBbt_00004754>	"axillary vein"
<http://purl.obolibrary.org/obo/FBbt_00100259>	"mushroom body alpha lobe inner core layer"
<http://purl.obolibrary.org/obo/FBbt_00001395>	"neuroblast NB3-1 of thorax"
<http://purl.obolibrary.org/obo/FBbt_00005745>	"embryonic dorsal apodeme"
<http://purl.obolibrary.org/obo/FBbt_00000143>	"parasegment 5"
<http://purl.obolibrary.org/obo/FBbt_00110468>	"adult fruitless aSP-k (female) lineage clone"
<http://purl.obolibrary.org/obo/FBbt_00003088>	"dorsal superficial trachea 8"
<http://purl.obolibrary.org/obo/FBbt_00110704>	"female abdominal tergite 8"
<http://purl.obolibrary.org/obo/FBbt_00003013>	"adult intercalary segment"
<http://purl.obolibrary.org/obo/FBbt_00040049>	"inferior clamp"
<http://purl.obolibrary.org/obo/FBbt_00007138>	"spermatogonial cyst"
<http://purl.obolibrary.org/obo/FBbt_00005885>	"photoreceptor cell R2 stalk"
<http://purl.obolibrary.org/obo/FBbt_00016008>	"anal pad primordium"
<http://purl.obolibrary.org/obo/FBbt_00100619>	"neuroblast BLAvm"
<http://purl.obolibrary.org/obo/FBbt_00047521>	"T2 ventral association center"
<http://purl.obolibrary.org/obo/FBbt_00004815>	"adult abdominal spiracle 3"
<http://purl.obolibrary.org/obo/FBbt_00100347>	"lateral cerebro-cervical fascicle"
<http://purl.obolibrary.org/obo/FBbt_00002197>	"abdominal segmental nerve"
<http://purl.obolibrary.org/obo/FBbt_00005346>	"stage P4 prepupa"
<http://purl.obolibrary.org/obo/FBbt_00004543>	"adult maxillary structure"
<http://purl.obolibrary.org/obo/FBbt_00003202>	"ventral adult oenocyte band"
<http://purl.obolibrary.org/obo/FBbt_00004004>	"type b stomodeal nerve projection"
<http://purl.obolibrary.org/obo/FBbt_00110194>	"pupal brain"
<http://purl.obolibrary.org/obo/FBbt_00005784>	"principal midgut epithelial cell"
<http://purl.obolibrary.org/obo/FBbt_00110556>	"adult fruitless pIP4 lineage clone"
<http://purl.obolibrary.org/obo/FBbt_00001716>	"corpus allatum primordium"
<http://purl.obolibrary.org/obo/FBbt_00000538>	"mesothoracic segment border muscle"
<http://purl.obolibrary.org/obo/FBbt_00000131>	"mesodermal crest"
<http://purl.obolibrary.org/obo/FBbt_00001062>	"embryonic supraesophageal neuromere"
<http://purl.obolibrary.org/obo/FBbt_00003101>	"tracheal air sac"
<http://purl.obolibrary.org/obo/FBbt_00048498>	"larval subesophageal sensory compartment VM"
<http://purl.obolibrary.org/obo/FBbt_00006012>	"stage A3 adult"
<http://purl.obolibrary.org/obo/FBbt_00111535>	"imaginal disc ventral compartment"
<http://purl.obolibrary.org/obo/FBbt_00000239>	"lateral trunk anterior branch 6"
<http://purl.obolibrary.org/obo/FBbt_00002599>	"abdominal 2 median nerve"
<http://purl.obolibrary.org/obo/FBbt_00004793>	"abdominal tergite 4"
<http://purl.obolibrary.org/obo/FBbt_00005973>	"Td4 neuroblast"
<http://purl.obolibrary.org/obo/FBbt_00000656>	"abdominal 1 oblique muscle"
<http://purl.obolibrary.org/obo/FBbt_00001006>	"embryonic/larval abdominal apodeme"
<http://purl.obolibrary.org/obo/FBbt_00000888>	"abdominal 6 longitudinal muscle"
<http://purl.obolibrary.org/obo/FBbt_00004856>	"organ system"
<http://purl.obolibrary.org/obo/FBbt_00001047>	"embryonic/larval alary muscle 7"
<http://purl.obolibrary.org/obo/FBbt_00013136>	"salivary canal"
<http://purl.obolibrary.org/obo/FBbt_00002912>	"abdominal dorsal trichome"
<http://purl.obolibrary.org/obo/FBbt_00005348>	"stage P4(ii) prepupa"
<http://purl.obolibrary.org/obo/FBbt_00004531>	"labellum"
<http://purl.obolibrary.org/obo/FBbt_00001212>	"lateral abdominal bd1"
<http://purl.obolibrary.org/obo/FBbt_00001669>	"primary lobe of embryonic/larval lymph gland"
<http://purl.obolibrary.org/obo/FBbt_00001804>	"anterior dorsal histoblast nest abdominal 6"
<http://purl.obolibrary.org/obo/FBbt_00014816>	"adult abdominal spiracle 1"
<http://purl.obolibrary.org/obo/FBbt_00027000>	"anterior wing margin"
<http://purl.obolibrary.org/obo/FBbt_00001397>	"neuroblast NB4-1"
<http://purl.obolibrary.org/obo/FBbt_00007654>	"prosternal nerve"
<http://purl.obolibrary.org/obo/FBbt_00110915>	"adult midgut constriction R1-R2"
<http://purl.obolibrary.org/obo/FBbt_00110106>	"embryonic peripheral glial cell 3"
<http://purl.obolibrary.org/obo/FBbt_00049164>	"metathoracic neuroblast NB5-3"
<http://purl.obolibrary.org/obo/FBbt_00000579>	"metathoracic lateral transverse muscle 4"
<http://purl.obolibrary.org/obo/FBbt_00005929>	"Ppv3 neuroblast"
<http://purl.obolibrary.org/obo/FBbt_00017025>	"secondary branch/tracheole primordium"
<http://purl.obolibrary.org/obo/FBbt_00000327>	"embryonic/larval ganglionic branch 1"
<http://purl.obolibrary.org/obo/FBbt_00004927>	"male reproductive system"
<http://purl.obolibrary.org/obo/FBbt_00016023>	"dorsal sensory complex proper primordium"
<http://purl.obolibrary.org/obo/FBbt_00100631>	"neuroblast BLVa2"
<http://purl.obolibrary.org/obo/FBbt_00111576>	"adult prothoracic segment anterior compartment"
<http://purl.obolibrary.org/obo/FBbt_00050134>	"adult VLPa2 lineage clone"
<http://purl.obolibrary.org/obo/FBbt_00048047>	"cell body rind of larval ventrolateral antennal lobe"
<http://purl.obolibrary.org/obo/FBbt_00003172>	"terminal opening"
<http://purl.obolibrary.org/obo/FBbt_00002601>	"abdominal 4 median nerve"
<http://purl.obolibrary.org/obo/FBbt_00008122>	"antennal disc posterior compartment"
<http://purl.obolibrary.org/obo/FBbt_00005069>	"muscle system"
<http://purl.obolibrary.org/obo/FBbt_00003938>	"antennal lobe glomerulus VA6"
<http://purl.obolibrary.org/obo/FBbt_00015034>	"central neuropil of larval mandibular segment"
<http://purl.obolibrary.org/obo/FBbt_00000045>	"egg operculum"
<http://purl.obolibrary.org/obo/FBbt_00003015>	"adult mandibular segment"
<http://purl.obolibrary.org/obo/FBbt_00110769>	"presumptive mesothoracic femoral sensillum campaniformium Sc11"
<http://purl.obolibrary.org/obo/FBbt_00007716>	"central neuropil of larval segment A9"
<http://purl.obolibrary.org/obo/FBbt_00110362>	"neuroblast SLPav4"
<http://purl.obolibrary.org/obo/FBbt_00015075>	"ventromedial neuropil of larval segment A5"
<http://purl.obolibrary.org/obo/FBbt_00002953>	"pupa"
<http://purl.obolibrary.org/obo/FBbt_00003078>	"adult abdominal spiracular branch 6"
<http://purl.obolibrary.org/obo/FBbt_00005436>	"trunk mesoderm anlage"
<http://purl.obolibrary.org/obo/FBbt_00005591>	"ganglionic branch primordium"
<http://purl.obolibrary.org/obo/FBbt_00003678>	"ellipsoid body"
<http://purl.obolibrary.org/obo/FBbt_00005100>	"tract"
<http://purl.obolibrary.org/obo/FBbt_00050259>	"adult VLPl4 lineage clone"
<http://purl.obolibrary.org/obo/FBbt_00003445>	"metathoracic reductor muscle"
<http://purl.obolibrary.org/obo/FBbt_00001118>	"abdominal 8 anterior commissure"
<http://purl.obolibrary.org/obo/FBbt_00040039>	"gorget"
<http://purl.obolibrary.org/obo/FBbt_00005786>	"Malpighian tubule"
<http://purl.obolibrary.org/obo/FBbt_00001875>	"embryonic/larval peritrophic membrane"
<http://purl.obolibrary.org/obo/FBbt_00004968>	"vas deferens"
<http://purl.obolibrary.org/obo/FBbt_00004445>	"metathoracic tibial bract"
<http://purl.obolibrary.org/obo/FBbt_00046032>	"presumptive wing vein L4"
<http://purl.obolibrary.org/obo/FBbt_00048547>	"larval posterior terminal filament cell"
<http://purl.obolibrary.org/obo/FBbt_00003103>	"dorsal head air sac"
<http://purl.obolibrary.org/obo/FBbt_00001640>	"mandibular/maxillary embryonic fiber tract"
<http://purl.obolibrary.org/obo/FBbt_00004610>	"prealar apophysis"
<http://purl.obolibrary.org/obo/FBbt_00000084>	"mitotic domain 25"
<http://purl.obolibrary.org/obo/FBbt_00110206>	"enteroblast of posterior adult midgut epithelium"
<http://purl.obolibrary.org/obo/FBbt_00110857>	"adult fruitless vPR1 lineage clone"
<http://purl.obolibrary.org/obo/FBbt_00003416>	"mesothoracic femoral reductor muscle 69"
<http://purl.obolibrary.org/obo/FBbt_00000727>	"hypodermal muscle of larval abdominal 3"
<http://purl.obolibrary.org/obo/FBbt_00001251>	"embryonic/larval glial cell"
<http://purl.obolibrary.org/obo/FBbt_00100203>	"cell body rind of posterior lateral protocerebrum"
<http://purl.obolibrary.org/obo/FBbt_00005499>	"hindgut visceral muscle primordium"
<http://purl.obolibrary.org/obo/FBbt_00111193>	"adult fruitless aSP10 lineage clone"
<http://purl.obolibrary.org/obo/FBbt_00047080>	"mushroom body main layer of gamma lobe slice 1"
<http://purl.obolibrary.org/obo/FBbt_00005219>	"scolopale cell"
<http://purl.obolibrary.org/obo/FBbt_00003533>	"adult cardial muscle"
<http://purl.obolibrary.org/obo/FBbt_00003284>	"ptilino-pharyngeal muscle 18a"
<http://purl.obolibrary.org/obo/FBbt_00005141>	"actin cortex of neuromere"
<http://purl.obolibrary.org/obo/FBbt_00110186>	"spur of larval mushroom body"
<http://purl.obolibrary.org/obo/FBbt_00004533>	"labellar cap"
<http://purl.obolibrary.org/obo/FBbt_00003228>	"adepithelial cell of metathoracic leg disc"
<http://purl.obolibrary.org/obo/FBbt_00111302>	"optic-lobe-associated cortex glial cell"
<http://purl.obolibrary.org/obo/FBbt_00000172>	"embryonic abdominal segment"
<http://purl.obolibrary.org/obo/FBbt_00000815>	"abdominal 4 ventral transverse muscle"
<http://purl.obolibrary.org/obo/FBbt_00110247>	"ventral longitudinal muscle 4"
<http://purl.obolibrary.org/obo/FBbt_00000290>	"dorsal group branch 5"
<http://purl.obolibrary.org/obo/FBbt_00005647>	"presumptive embryonic/larval muscle system"
<http://purl.obolibrary.org/obo/FBbt_00000229>	"dorsal trunk posterior branch 6"
<http://purl.obolibrary.org/obo/FBbt_00007032>	"chitinous intima"
<http://purl.obolibrary.org/obo/FBbt_00003484>	"abdominal 6 ventral muscle 135"
<http://purl.obolibrary.org/obo/FBbt_00111226>	"cell body rind of larval brain"
<http://purl.obolibrary.org/obo/FBbt_00100532>	"type I neuroblast"
<http://purl.obolibrary.org/obo/FBbt_00110606>	"adult fruitless aSP-k (male) lineage clone"
<http://purl.obolibrary.org/obo/FBbt_00048408>	"thoracic limb primordium"
<http://purl.obolibrary.org/obo/FBbt_00001198>	"dorsal abdominal es1"
<http://purl.obolibrary.org/obo/FBbt_00111267>	"medulla sublayer M3A"
<http://purl.obolibrary.org/obo/FBbt_00007150>	"segment of leg"
<http://purl.obolibrary.org/obo/FBbt_00003316>	"posterior rotator muscle"
<http://purl.obolibrary.org/obo/FBbt_00003690>	"mushroom body alpha-lobe"
<http://purl.obolibrary.org/obo/FBbt_00001363>	"tritocerebral neuroblast"
<http://purl.obolibrary.org/obo/FBbt_00100315>	"gut section"
<http://purl.obolibrary.org/obo/FBbt_00007191>	"calyx of larval mushroom body"
<http://purl.obolibrary.org/obo/FBbt_00005338>	"second instar larva"
<http://purl.obolibrary.org/obo/FBbt_00000511>	"prothoracic lateral acute muscle"
<http://purl.obolibrary.org/obo/FBbt_00003357>	"prothoracic reductor muscle"
<http://purl.obolibrary.org/obo/FBbt_00001202>	"dorsal abdominal es5"
<http://purl.obolibrary.org/obo/FBbt_00016015>	"midline neuronal primordium"
<http://purl.obolibrary.org/obo/FBbt_00000552>	"hypodermal muscle of metathorax"
<http://purl.obolibrary.org/obo/FBbt_00005735>	"adult Malpighian tubule Type I cell"
<http://purl.obolibrary.org/obo/FBbt_00048020>	"posterior maxillary sensory center zone 2"
<http://purl.obolibrary.org/obo/FBbt_00111032>	"larval metathoracic neuromere"
<http://purl.obolibrary.org/obo/FBbt_00100571>	"neuroblast CM5"
<http://purl.obolibrary.org/obo/FBbt_00000191>	"abdominal tracheal primordium 2"
<http://purl.obolibrary.org/obo/FBbt_00005853>	"Pad12 neuroblast"
<http://purl.obolibrary.org/obo/FBbt_00100410>	"larval antennal lobe glomerulus 63a"
<http://purl.obolibrary.org/obo/FBbt_00007551>	"ellipsoid body slice 7"
<http://purl.obolibrary.org/obo/FBbt_00000476>	"lateral acute muscle"
<http://purl.obolibrary.org/obo/FBbt_00100628>	"neuroblast BLP4"
<http://purl.obolibrary.org/obo/FBbt_00110003>	"mushroom body beta lobe slice"
<http://purl.obolibrary.org/obo/FBbt_00005426>	"anlage"
<http://purl.obolibrary.org/obo/FBbt_00111744>	"lobula layer 5B"
<http://purl.obolibrary.org/obo/FBbt_00001159>	"lateral thoracic da"
<http://purl.obolibrary.org/obo/FBbt_00110188>	"medial lobe of larval mushroom body"
<http://purl.obolibrary.org/obo/FBbt_00001241>	"ventral abdominal td"
<http://purl.obolibrary.org/obo/FBbt_00047148>	"larval enterocyte"
<http://purl.obolibrary.org/obo/FBbt_00047070>	"mushroom body core layer of beta lobe slice 1"
<http://purl.obolibrary.org/obo/FBbt_00005542>	"central brain primordium"
<http://purl.obolibrary.org/obo/FBbt_00001708>	"embryonic/larval fat body region 3'"
<http://purl.obolibrary.org/obo/FBbt_00004518>	"basal cylinder"
<http://purl.obolibrary.org/obo/FBbt_00045020>	"central body"
<http://purl.obolibrary.org/obo/FBbt_00005042>	"imaginal tracheoblast"
<http://purl.obolibrary.org/obo/FBbt_00050170>	"adult PBp1 lineage clone"
<http://purl.obolibrary.org/obo/FBbt_00111120>	"adult fruitless vMS6 lineage clone"
<http://purl.obolibrary.org/obo/FBbt_00003600>	"abdominal 4 neuroblast NB3-5"
<http://purl.obolibrary.org/obo/FBbt_00050038>	"neuroblast ALlv1"
<http://purl.obolibrary.org/obo/FBbt_00005355>	"stage P8 pharate adult"
<http://purl.obolibrary.org/obo/FBbt_00005941>	"Ppd15 neuroblast"
<http://purl.obolibrary.org/obo/FBbt_00015564>	"ventral neurectoderm intermediate zone 3"
<http://purl.obolibrary.org/obo/FBbt_00048537>	"posterior escort cell"
<http://purl.obolibrary.org/obo/FBbt_00005892>	"adult peripheral nervous system"
<http://purl.obolibrary.org/obo/FBbt_00005083>	"myoblast"
<http://purl.obolibrary.org/obo/FBbt_00000241>	"lateral trunk anterior branch 8"
<http://purl.obolibrary.org/obo/FBbt_00003211>	"deep adult fat mass"
<http://purl.obolibrary.org/obo/FBbt_00047887>	"adult central brain"
<http://purl.obolibrary.org/obo/FBbt_00110900>	"adult midgut region R3c"
<http://purl.obolibrary.org/obo/FBbt_00001015>	"embryonic/larval abdominal 7 intersegmental apodeme"
<http://purl.obolibrary.org/obo/FBbt_00003092>	"adult leg trachea"
<http://purl.obolibrary.org/obo/FBbt_00110781>	"presumptive metathorax structures from metathoracic leg disc"
<http://purl.obolibrary.org/obo/FBbt_00007101>	"antennal lobe glomerulus VA1d"
<http://purl.obolibrary.org/obo/FBbt_00057152>	"secondary spermatocyte in meiotic metaphase II"
<http://purl.obolibrary.org/obo/FBbt_00000953>	"abdominal 8 oblique muscle"
<http://purl.obolibrary.org/obo/FBbt_00001637>	"subesophageal embryonic fiber tract"
<http://purl.obolibrary.org/obo/FBbt_00005630>	"embryonic hindgut"
<http://purl.obolibrary.org/obo/FBbt_00003022>	"adult metathoracic segment"
<http://purl.obolibrary.org/obo/FBbt_00004559>	"dorsal prothorax"
<http://purl.obolibrary.org/obo/FBbt_00007701>	"longitudinal subdivision of central nervous system"
<http://purl.obolibrary.org/obo/FBbt_00001678>	"embryonic/larval ostium 1"
<http://purl.obolibrary.org/obo/FBbt_00004641>	"coxa"
<http://purl.obolibrary.org/obo/FBbt_00000093>	"ventral midline"
<http://purl.obolibrary.org/obo/FBbt_00003063>	"adult ganglionic branch 0"
<http://purl.obolibrary.org/obo/FBbt_00005396>	"adult integumentary system"
<http://purl.obolibrary.org/obo/FBbt_00005980>	"Tv3 neuroblast"
<http://purl.obolibrary.org/obo/FBbt_00111090>	"adult fruitless dAB3 lineage clone"
<http://purl.obolibrary.org/obo/FBbt_00004724>	"metathoracic unguitractor plate"
<http://purl.obolibrary.org/obo/FBbt_00003007>	"adult head"
<http://purl.obolibrary.org/obo/FBbt_00050244>	"adult SMPad1 (male) lineage clone"
<http://purl.obolibrary.org/obo/FBbt_00050084>	"adult DL2 lineage clone"
<http://purl.obolibrary.org/obo/FBbt_00007607>	"abdominal segment 1 posterior compartment"
<http://purl.obolibrary.org/obo/FBbt_00001103>	"longitudinal connective"
<http://purl.obolibrary.org/obo/FBbt_00100573>	"neuroblast TRdl"
<http://purl.obolibrary.org/obo/FBbt_00004765>	"crossvein"
<http://purl.obolibrary.org/obo/FBbt_00005793>	"ureter"
<http://purl.obolibrary.org/obo/FBbt_00111034>	"larval abdominal 2 neuromere"
<http://purl.obolibrary.org/obo/FBbt_00001054>	"embryonic/larval gonadal sheath muscle"
<http://purl.obolibrary.org/obo/FBbt_00015043>	"centromedial neuropil of larval segment A1"
<http://purl.obolibrary.org/obo/FBbt_00005804>	"hypocerebral ganglion"
<http://purl.obolibrary.org/obo/FBbt_00050109>	"neuroblast VESa2"
<http://purl.obolibrary.org/obo/FBbt_00000202>	"abdominal tracheal pit 1"
<http://purl.obolibrary.org/obo/FBbt_00002962>	"pupal transverse connective 3"
<http://purl.obolibrary.org/obo/FBbt_00003188>	"dorsal adult oenocyte band 2"
<http://purl.obolibrary.org/obo/FBbt_00001766>	"eye-antennal disc"
<http://purl.obolibrary.org/obo/FBbt_00046009>	"presumptive wing vein L1"
<http://purl.obolibrary.org/obo/FBbt_00047908>	"subregion EDM of AMMC zone E"
<http://purl.obolibrary.org/obo/FBbt_00015028>	"centrolateral neuropil of larval mandibular segment"
<http://purl.obolibrary.org/obo/FBbt_00110470>	"adult fruitless aSP-l lineage clone"
<http://purl.obolibrary.org/obo/FBbt_00001842>	"embryonic/larval digestive system"
<http://purl.obolibrary.org/obo/FBbt_00003680>	"nodulus"
<http://purl.obolibrary.org/obo/FBbt_00005544>	"maxillary sensory complex primordium"
<http://purl.obolibrary.org/obo/FBbt_00005294>	"cycle 2 embryo"
<http://purl.obolibrary.org/obo/FBbt_00001228>	"ventral abdominal da7"
<http://purl.obolibrary.org/obo/FBbt_00050172>	"neuroblast SMPad3"
<http://purl.obolibrary.org/obo/FBbt_00004602>	"intrascutal suture"
<http://purl.obolibrary.org/obo/FBbt_00111122>	"adult fruitless vMS7 lineage clone"
<http://purl.obolibrary.org/obo/FBbt_00003493>	"abdominal 7 female spiracular muscle 143"
<http://purl.obolibrary.org/obo/FBbt_00007648>	"dorsocentral bristle precursor cell"
<http://purl.obolibrary.org/obo/FBbt_00001142>	"dorsal thoracic da1"
<http://purl.obolibrary.org/obo/FBbt_00005357>	"stage P10 pharate adult"
<http://purl.obolibrary.org/obo/FBbt_00015566>	"ventral neurectoderm medial zone 1"
<http://purl.obolibrary.org/obo/FBbt_00000243>	"lateral trunk anterior branch 10"
<http://purl.obolibrary.org/obo/FBbt_00003213>	"abdominal adult fat mass"
<http://purl.obolibrary.org/obo/FBbt_00048010>	"photoreceptor R8 precursor cell"
<http://purl.obolibrary.org/obo/FBbt_00005032>	"tracheal metamere 7"
<http://purl.obolibrary.org/obo/FBbt_00085378>	"section of wing margin"
<http://purl.obolibrary.org/obo/FBbt_00000549>	"mesothoracic ventral longitudinal muscle 1"
<http://purl.obolibrary.org/obo/FBbt_00000142>	"parasegment 4"
<http://purl.obolibrary.org/obo/FBbt_00003119>	"abdominal air sac"
<http://purl.obolibrary.org/obo/FBbt_00005632>	"embryonic large intestine"
<http://purl.obolibrary.org/obo/FBbt_00100601>	"neuroblast DPLl2"
<http://purl.obolibrary.org/obo/FBbt_00006023>	"eo glial cell"
<http://purl.obolibrary.org/obo/FBbt_00012995>	"pupal ventral branch 2"
<http://purl.obolibrary.org/obo/FBbt_00001316>	"midline dorsal glial cell"
<http://purl.obolibrary.org/obo/FBbt_00007002>	"cell"
<http://purl.obolibrary.org/obo/FBbt_00000331>	"embryonic/larval ganglionic branch 5"
<http://purl.obolibrary.org/obo/FBbt_00047995>	"immature Kenyon cell"
<http://purl.obolibrary.org/obo/FBbt_00004931>	"cyst cell of testis"
<http://purl.obolibrary.org/obo/FBbt_00005884>	"photoreceptor cell R1 stalk"
<http://purl.obolibrary.org/obo/FBbt_00000282>	"dorsal anastomosis 7"
<http://purl.obolibrary.org/obo/FBbt_00110808>	"presumptive metathoracic tarsal segment 4"
<http://purl.obolibrary.org/obo/FBbt_00005345>	"stage P3 prepupa"
<http://purl.obolibrary.org/obo/FBbt_00100757>	"abdominal 6 neuroblast NB5-3"
<http://purl.obolibrary.org/obo/FBbt_00040048>	"superior clamp"
<http://purl.obolibrary.org/obo/FBbt_00004542>	"distiproboscis"
<http://purl.obolibrary.org/obo/FBbt_00100524>	"adult proximal satellite glial cell"
<http://purl.obolibrary.org/obo/FBbt_00048510>	"larval terminal abdominal neuromere"
<http://purl.obolibrary.org/obo/FBbt_00001056>	"presumptive embryonic/larval central nervous system"
<http://purl.obolibrary.org/obo/FBbt_00005073>	"somatic muscle"
<http://purl.obolibrary.org/obo/FBbt_00047067>	"mushroom body middle layer of alpha' lobe slice 2"
<http://purl.obolibrary.org/obo/FBbt_00000637>	"hypodermal muscle of larval abdominal 1"
<http://purl.obolibrary.org/obo/FBbt_00004003>	"type a stomodeal nerve projection"
<http://purl.obolibrary.org/obo/FBbt_00007665>	"cell body rind of ventral midline of adult gnathal ganglion"
<http://purl.obolibrary.org/obo/FBbt_00049175>	"prothoracic neuroblast NB3-5"
<http://purl.obolibrary.org/obo/FBbt_00007142>	"eye disc anterior to the morphogenetic furrow"
<http://purl.obolibrary.org/obo/FBbt_00004714>	"metathoracic metatarsus"
<http://purl.obolibrary.org/obo/FBbt_00004667>	"prothoracic femur"
<http://purl.obolibrary.org/obo/FBbt_00001445>	"ganglion mother cell GMC7-4b"
<http://purl.obolibrary.org/obo/FBbt_00110115>	"embryonic peripheral glial cell 12"
<http://purl.obolibrary.org/obo/FBbt_00003325>	"levator muscle"
<http://purl.obolibrary.org/obo/FBbt_00110428>	"adult fruitless aDT-h lineage clone"
<http://purl.obolibrary.org/obo/FBbt_00005972>	"Td3 neuroblast"
<http://purl.obolibrary.org/obo/FBbt_00000370>	"lateral F branch 9"
<http://purl.obolibrary.org/obo/FBbt_00003947>	"antennal lobe glomerulus VM2"
<http://purl.obolibrary.org/obo/FBbt_00004970>	"cuticle"
<http://purl.obolibrary.org/obo/FBbt_00001416>	"neuroblast NB5-4"
<http://purl.obolibrary.org/obo/FBbt_00003089>	"dorsal superficial trachea 9"
<http://purl.obolibrary.org/obo/FBbt_00110849>	"adult fruitless vAB3 (female) lineage clone"
<http://purl.obolibrary.org/obo/FBbt_00001144>	"dorsal thoracic da3"
<http://purl.obolibrary.org/obo/FBbt_00110778>	"presumptive mesothoracic tarsal segment 4"
<http://purl.obolibrary.org/obo/FBbt_00004106>	"abdominal segment 2 nerve"
<http://purl.obolibrary.org/obo/FBbt_00100565>	"neuroblast BAlp3"
<http://purl.obolibrary.org/obo/FBbt_00015084>	"centrolateral neuropil of larval segment A7"
<http://purl.obolibrary.org/obo/FBbt_00005845>	"Pad4 neuroblast"
<http://purl.obolibrary.org/obo/FBbt_00110210>	"anterior intersegmental nerve root of A1-7"
<http://purl.obolibrary.org/obo/FBbt_00100307>	"glial cell of adult antennal nerve"
<http://purl.obolibrary.org/obo/FBbt_00004755>	"costal vein"
<http://purl.obolibrary.org/obo/FBbt_00004503>	"posterior tentorial pit"
<http://purl.obolibrary.org/obo/FBbt_00003278>	"second antennal segment muscle"
<http://purl.obolibrary.org/obo/FBbt_00001396>	"neuroblast NB3-1 of abdomen"
