?x	?xl
<http://purl.obolibrary.org/obo/FBbt_00050124>	"neuroblast SLPad1"
<http://purl.obolibrary.org/obo/FBbt_00000091>	"pole bud"
<http://purl.obolibrary.org/obo/FBbt_00003061>	"adult abdominal dorsal branch 9"
<http://purl.obolibrary.org/obo/FBbt_00001912>	"larval neuromere"
<http://purl.obolibrary.org/obo/FBbt_00005394>	"prepupal integumentary system"
<http://purl.obolibrary.org/obo/FBbt_00004598>	"mesothoracic preepisternum"
<http://purl.obolibrary.org/obo/FBbt_00003528>	"adult esophageal muscle"
<http://purl.obolibrary.org/obo/FBbt_00004059>	"mesothoracic neuromere"
<http://purl.obolibrary.org/obo/FBbt_00007029>	"disc epithelium proper"
<http://purl.obolibrary.org/obo/FBbt_00001101>	"embryonic abdominal 9 neuromere"
<http://purl.obolibrary.org/obo/FBbt_00046024>	"presumptive trochanter sensillum campaniformium Sc-8"
<http://purl.obolibrary.org/obo/FBbt_00001052>	"outer sheath cell"
<http://purl.obolibrary.org/obo/FBbt_00005802>	"pars intercerebralis"
<http://purl.obolibrary.org/obo/FBbt_00001414>	"neuroblast NB3-4"
<http://purl.obolibrary.org/obo/FBbt_00110847>	"presumptive vibrissae"
<http://purl.obolibrary.org/obo/FBbt_00110193>	"pupal central nervous system"
<http://purl.obolibrary.org/obo/FBbt_00004569>	"prothoracic sternum"
<http://purl.obolibrary.org/obo/FBbt_00005843>	"Pad2 neuroblast"
<http://purl.obolibrary.org/obo/FBbt_00004491>	"gena"
<http://purl.obolibrary.org/obo/FBbt_00002960>	"pupal transverse connective 1"
<http://purl.obolibrary.org/obo/FBbt_00003186>	"dorsal adult oenocyte band"
<http://purl.obolibrary.org/obo/FBbt_00001764>	"labial disc"
<http://purl.obolibrary.org/obo/FBbt_00005781>	"gastric caecum"
<http://purl.obolibrary.org/obo/FBbt_00004501>	"tentorial pit"
<http://purl.obolibrary.org/obo/FBbt_00047906>	"subregion DP of AMMC zone D"
<http://purl.obolibrary.org/obo/FBbt_00004958>	"seminal vesicle"
<http://purl.obolibrary.org/obo/FBbt_01000632>	"abdominal ventral transverse muscle 1 founder cell"
<http://purl.obolibrary.org/obo/FBbt_00048389>	"phallotrema"
<http://purl.obolibrary.org/obo/FBbt_00003491>	"abdominal 5 spiracular muscle 130"
<http://purl.obolibrary.org/obo/FBbt_00001140>	"dorsal thoracic cluster"
<http://purl.obolibrary.org/obo/FBbt_00111029>	"larval thoracic neuromere"
<http://purl.obolibrary.org/obo/FBbt_00001267>	"A-subperineurial glial cell of abdomen"
<http://purl.obolibrary.org/obo/FBbt_00005265>	"stage S5 oocyte"
<http://purl.obolibrary.org/obo/FBbt_00004751>	"wing vein"
<http://purl.obolibrary.org/obo/FBbt_00005931>	"Ppd5 neuroblast"
<http://purl.obolibrary.org/obo/FBbt_00001889>	"iron accumulating cell"
<http://purl.obolibrary.org/obo/FBbt_00005030>	"tracheal metamere 5"
<http://purl.obolibrary.org/obo/FBbt_00003274>	"cibarial dilator muscle"
<http://purl.obolibrary.org/obo/FBbt_00004814>	"adult abdominal spiracle"
<http://purl.obolibrary.org/obo/FBbt_00000547>	"mesothoracic lateral longitudinal muscle 1"
<http://purl.obolibrary.org/obo/FBbt_00001238>	"ventral abdominal ch1"
<http://purl.obolibrary.org/obo/FBbt_00006021>	"lch5 ligament attachment cell"
<http://purl.obolibrary.org/obo/FBbt_00001314>	"ventral interface glial cell"
<http://purl.obolibrary.org/obo/FBbt_00000181>	"embryonic abdominal segment 9"
<http://purl.obolibrary.org/obo/FBbt_00001627>	"posterior cervical tract"
<http://purl.obolibrary.org/obo/FBbt_00100405>	"larval antennal lobe glomerulus 33b/47a"
<http://purl.obolibrary.org/obo/FBbt_000081112>	"leg disc posterior compartment"
<http://purl.obolibrary.org/obo/FBbt_00007000>	"appendage"
<http://purl.obolibrary.org/obo/FBbt_00084745>	"presumptive axillary cord"
<http://purl.obolibrary.org/obo/FBbt_00007313>	"integument of larval segment A1-7"
<http://purl.obolibrary.org/obo/FBbt_00000238>	"lateral trunk anterior branch 5"
<http://purl.obolibrary.org/obo/FBbt_00007041>	"chitinous intima of the cardial valve"
<http://purl.obolibrary.org/obo/FBbt_00111739>	"midline"
<http://purl.obolibrary.org/obo/FBbt_00002179>	"abdominal nerve"
<http://purl.obolibrary.org/obo/FBbt_00001977>	"lateropharyngeal nerve"
<http://purl.obolibrary.org/obo/FBbt_00005343>	"stage P1 prepupa"
<http://purl.obolibrary.org/obo/FBbt_00004540>	"basiproboscis"
<http://purl.obolibrary.org/obo/FBbt_00100522>	"embryonic/larval optic stalk surface glial cell"
<http://purl.obolibrary.org/obo/FBbt_00041000>	"synaptic neuropil block"
<http://purl.obolibrary.org/obo/FBbt_00005071>	"longitudinal visceral muscle fiber"
<http://purl.obolibrary.org/obo/FBbt_00110695>	"presumptive vulva"
<http://purl.obolibrary.org/obo/FBbt_00047065>	"mushroom body middle layer of alpha' lobe slice 1"
<http://purl.obolibrary.org/obo/FBbt_00004001>	"tritocerebral commissure"
<http://purl.obolibrary.org/obo/FBbt_00007663>	"mesothoracic coxa-trochanter joint"
<http://purl.obolibrary.org/obo/FBbt_00005384>	"hindgut"
<http://purl.obolibrary.org/obo/FBbt_00001902>	"embryonic/larval main segment of Malpighian tubule"
<http://purl.obolibrary.org/obo/FBbt_00049173>	"metathoracic neuroblast NB3-5"
<http://purl.obolibrary.org/obo/FBbt_00004712>	"metathoracic tarsal segment"
<http://purl.obolibrary.org/obo/FBbt_00057149>	"primary spermatocyte in meiotic anaphase I"
<http://purl.obolibrary.org/obo/FBbt_00005538>	"clypeo-labral primordium"
<http://purl.obolibrary.org/obo/FBbt_00005620>	"presumptive embryonic salivary gland"
<http://purl.obolibrary.org/obo/FBbt_00050232>	"adult VLPd1 lineage clone"
<http://purl.obolibrary.org/obo/FBbt_00001715>	"embryonic/larval endocrine system"
<http://purl.obolibrary.org/obo/FBbt_00100258>	"mushroom body alpha lobe core layer"
<http://purl.obolibrary.org/obo/FBbt_00047182>	"adult midgut enterocyte"
<http://purl.obolibrary.org/obo/FBbt_00010686>	"abdominal 2 temporary eclosion muscle DA2"
<http://purl.obolibrary.org/obo/FBbt_00001668>	"embryonic/larval lymph gland"
<http://purl.obolibrary.org/obo/FBbt_00004638>	"metafurca"
<http://purl.obolibrary.org/obo/FBbt_00100446>	"larval MB calyx glomerulus L10"
<http://purl.obolibrary.org/obo/FBbt_00110426>	"adult fruitless aDT-g lineage clone"
<http://purl.obolibrary.org/obo/FBbt_00005970>	"Td1 neuroblast"
<http://purl.obolibrary.org/obo/FBbt_00007401>	"adult antennal lobe"
<http://purl.obolibrary.org/obo/FBbt_00005744>	"embryonic dorsal epidermis"
<http://purl.obolibrary.org/obo/FBbt_00000326>	"embryonic/larval ganglionic branch 0"
<http://purl.obolibrary.org/obo/FBbt_00005509>	"embryonic dorsal pouch primordium"
<http://purl.obolibrary.org/obo/FBbt_00048495>	"larval subesophageal sensory compartment ACal"
<http://purl.obolibrary.org/obo/FBbt_00005431>	"foregut anlage"
<http://purl.obolibrary.org/obo/FBbt_00007082>	"medial fascicle"
<http://purl.obolibrary.org/obo/FBbt_00004104>	"abdominal segment nerve"
<http://purl.obolibrary.org/obo/FBbt_00100563>	"neuroblast BAlp1"
<http://purl.obolibrary.org/obo/FBbt_00110703>	"presumptive female adult posterior hindgut"
<http://purl.obolibrary.org/obo/FBbt_00001044>	"embryonic/larval alary muscle 4"
<http://purl.obolibrary.org/obo/FBbt_00003012>	"adult antennal segment"
<http://purl.obolibrary.org/obo/FBbt_00004894>	"egg chamber"
<http://purl.obolibrary.org/obo/FBbt_01000122>	"posterior ectoderm anlage"
<http://purl.obolibrary.org/obo/FBbt_00007137>	"female germline cyst"
<http://purl.obolibrary.org/obo/FBbt_00003559>	"adult nervous system"
<http://purl.obolibrary.org/obo/FBbt_00100618>	"neuroblast BLAl"
<http://purl.obolibrary.org/obo/FBbt_00047520>	"T1 ventral association center"
<http://purl.obolibrary.org/obo/FBbt_00005167>	"external sensory organ precursor cell IIb"
<http://purl.obolibrary.org/obo/FBbt_00001394>	"neuroblast NB3-1"
<http://purl.obolibrary.org/obo/FBbt_00100346>	"anterior cerebro-cervical fascicle"
<http://purl.obolibrary.org/obo/FBbt_00110514>	"adult fruitless pSG-b lineage clone"
<http://purl.obolibrary.org/obo/FBbt_00003201>	"transverse adult oenocyte band 7"
<http://purl.obolibrary.org/obo/FBbt_00003677>	"protocerebral bridge slice 9"
<http://purl.obolibrary.org/obo/FBbt_00001921>	"embryonic/larval supraesophageal connective"
<http://purl.obolibrary.org/obo/FBbt_00007442>	"antennal lobe glomerulus DL6"
<http://purl.obolibrary.org/obo/FBbt_00000449>	"adult midgut progenitor cell"
<http://purl.obolibrary.org/obo/FBbt_00050004>	"adult SLPa&l1 lineage clone"
<http://purl.obolibrary.org/obo/FBbt_00001132>	"abdominal 7 posterior commissure"
<http://purl.obolibrary.org/obo/FBbt_00010713>	"abdominal 2 temporary eclosion muscle VL2"
<http://purl.obolibrary.org/obo/FBbt_00048546>	"larval anterior terminal filament cell"
<http://purl.obolibrary.org/obo/FBbt_00000130>	"visceral mesoderm"
<http://purl.obolibrary.org/obo/FBbt_00001061>	"ventral neurectoderm"
<http://purl.obolibrary.org/obo/FBbt_00003100>	"cibarial muscle trachea"
<http://purl.obolibrary.org/obo/FBbt_00007315>	"segmental nerve of A1-7"
<http://purl.obolibrary.org/obo/FBbt_00048497>	"larval subesophageal sensory compartment ACpl"
<http://purl.obolibrary.org/obo/FBbt_00006011>	"pharate adult"
<http://purl.obolibrary.org/obo/FBbt_00110205>	"enteroblast"
<http://purl.obolibrary.org/obo/FBbt_00002598>	"abdominal 1 median nerve"
<http://purl.obolibrary.org/obo/FBbt_00050045>	"adult SLPpm1 lineage clone"
<http://purl.obolibrary.org/obo/FBbt_00004792>	"abdominal tergite 3"
<http://purl.obolibrary.org/obo/FBbt_00100202>	"cell body rind of superior lateral protocerebrum"
<http://purl.obolibrary.org/obo/FBbt_00001005>	"embryonic/larval apodeme"
<http://purl.obolibrary.org/obo/FBbt_00005029>	"tracheal metamere 4"
<http://purl.obolibrary.org/obo/FBbt_00002991>	"pupal ganglionic branch 2"
<http://purl.obolibrary.org/obo/FBbt_00004855>	"pregonite"
<http://purl.obolibrary.org/obo/FBbt_00005622>	"embryonic salivary gland duct"
<http://purl.obolibrary.org/obo/FBbt_00000537>	"mesothoracic ventral oblique muscle 2"
<http://purl.obolibrary.org/obo/FBbt_00110596>	"adult fruitless aSP-b (male) lineage clone"
<http://purl.obolibrary.org/obo/FBbt_00000960>	"abdominal 8 transverse muscle"
<http://purl.obolibrary.org/obo/FBbt_00111534>	"imaginal disc dorsal compartment"
<http://purl.obolibrary.org/obo/FBbt_00001803>	"small cell associated with anterior dorsal histoblasts abdominal 5"
<http://purl.obolibrary.org/obo/FBbt_00111301>	"subretinal pigment layer"
<http://purl.obolibrary.org/obo/FBbt_00000578>	"metathoracic lateral transverse muscle 3"
<http://purl.obolibrary.org/obo/FBbt_00005928>	"Ppv2 neuroblast"
<http://purl.obolibrary.org/obo/FBbt_00110105>	"embryonic peripheral glial cell 2"
<http://purl.obolibrary.org/obo/FBbt_00000171>	"embryonic abdomen"
<http://purl.obolibrary.org/obo/FBbt_00111575>	"adult thoracic segment anterior compartment"
<http://purl.obolibrary.org/obo/FBbt_00100630>	"neuroblast BLVa1"
<http://purl.obolibrary.org/obo/FBbt_00050133>	"neuroblast VLPa2"
<http://purl.obolibrary.org/obo/FBbt_00000279>	"dorsal anastomosis 4"
<http://purl.obolibrary.org/obo/FBbt_00048046>	"cell body rind of larval antennal lobe"
<http://purl.obolibrary.org/obo/FBbt_00003171>	"dorsal diaphragm"
<http://purl.obolibrary.org/obo/FBbt_00002600>	"abdominal 3 median nerve"
<http://purl.obolibrary.org/obo/FBbt_00008121>	"haltere disc anterior compartment"
<http://purl.obolibrary.org/obo/FBbt_00001046>	"embryonic/larval alary muscle 6"
<http://purl.obolibrary.org/obo/FBbt_00003937>	"antennal lobe glomerulus VA5"
<http://purl.obolibrary.org/obo/FBbt_00015033>	"ventromedial neuropil of larval mandibular segment"
<http://purl.obolibrary.org/obo/FBbt_00003530>	"adult esophageal sphincter muscle"
<http://purl.obolibrary.org/obo/FBbt_00003014>	"adult gnathal segment"
<http://purl.obolibrary.org/obo/FBbt_00004896>	"ovarian sheath"
<http://purl.obolibrary.org/obo/FBbt_00007031>	"nurse cell associated follicular epithelium"
<http://purl.obolibrary.org/obo/FBbt_00007139>	"male fusome"
<http://purl.obolibrary.org/obo/FBbt_00001211>	"lateral abdominal es3"
<http://purl.obolibrary.org/obo/FBbt_00110029>	"antennal lobe glomerulus VC5"
<http://purl.obolibrary.org/obo/FBbt_00002952>	"prepupa"
<http://purl.obolibrary.org/obo/FBbt_00014815>	"adult abdominal spiracle 2"
<http://purl.obolibrary.org/obo/FBbt_00007653>	"presutural bristle precursor cell"
<http://purl.obolibrary.org/obo/FBbt_00049163>	"abdominal 1 neuroblast NB5-3"
<http://purl.obolibrary.org/obo/FBbt_00004926>	"vulva"
<http://purl.obolibrary.org/obo/FBbt_00003266>	"labral muscle 5"
<http://purl.obolibrary.org/obo/FBbt_00110418>	"adult fruitless aDT-c lineage clone"
<http://purl.obolibrary.org/obo/FBbt_00050258>	"neuroblast VLPl4"
<http://purl.obolibrary.org/obo/FBbt_00005969>	"ventral tritocerebral neuroblast"
<http://purl.obolibrary.org/obo/FBbt_00000367>	"lateral F branch 6"
<http://purl.obolibrary.org/obo/FBbt_00100519>	"fenestrated glial cell"
<http://purl.obolibrary.org/obo/FBbt_00001874>	"embryonic/larval proventriculus outer layer"
<http://purl.obolibrary.org/obo/FBbt_00004967>	"anterior ejaculatory duct"
<http://purl.obolibrary.org/obo/FBbt_00005068>	"endocrine system"
<http://purl.obolibrary.org/obo/FBbt_00005891>	"photoreceptor cell R8 stalk"
<http://purl.obolibrary.org/obo/FBbt_00046031>	"presumptive wing vein L3"
<http://purl.obolibrary.org/obo/FBbt_00004709>	"metathoracic tibia"
<http://purl.obolibrary.org/obo/FBbt_00005734>	"adult Malpighian tubule tip cell"
<http://purl.obolibrary.org/obo/FBbt_00110768>	"presumptive mesothoracic femur"
<http://purl.obolibrary.org/obo/FBbt_00000132>	"mesodermal crest of segment T3"
<http://purl.obolibrary.org/obo/FBbt_00003102>	"frontal head air sac"
<http://purl.obolibrary.org/obo/FBbt_00003978>	"aristal nerve"
<http://purl.obolibrary.org/obo/FBbt_00015074>	"ventrolateral neuropil of larval segment A5"
<http://purl.obolibrary.org/obo/FBbt_00003077>	"adult abdominal spiracular branch 5"
<http://purl.obolibrary.org/obo/FBbt_00005435>	"endoderm anlage"
<http://purl.obolibrary.org/obo/FBbt_00050229>	"adult SLPpl1 lineage clone"
<http://purl.obolibrary.org/obo/FBbt_00111264>	"cell body rind of larval abdomen"
<http://purl.obolibrary.org/obo/FBbt_00001250>	"posterior deutocerebral subperineural glia cluster"
<http://purl.obolibrary.org/obo/FBbt_00002993>	"pupal ventral anastomosis 0"
<http://purl.obolibrary.org/obo/FBbt_00005498>	"dorsal pharyngeal muscle primordium"
<http://purl.obolibrary.org/obo/FBbt_00040038>	"rubus"
<http://purl.obolibrary.org/obo/FBbt_00007127>	"embryonic/larval antennal lobe"
<http://purl.obolibrary.org/obo/FBbt_00003354>	"prothoracic intracoxal mesal levator muscle 37"
<http://purl.obolibrary.org/obo/FBbt_00110506>	"adult fruitless pMP-e (female) lineage clone"
<http://purl.obolibrary.org/obo/FBbt_00005218>	"scolopidial dendritic cap cell"
<http://purl.obolibrary.org/obo/FBbt_00003283>	"fronto-pharyngeal muscle 17"
<http://purl.obolibrary.org/obo/FBbt_00047057>	"mushroom body surface layer of alpha lobe slice 1"
<http://purl.obolibrary.org/obo/FBbt_00005140>	"neuromere"
<http://purl.obolibrary.org/obo/FBbt_00004804>	"abdominal sternite 6"
<http://purl.obolibrary.org/obo/FBbt_00001158>	"lateral thoracic cluster"
<http://purl.obolibrary.org/obo/FBbt_00007727>	"tectulum"
<http://purl.obolibrary.org/obo/FBbt_00045009>	"pedunculus divide of adult mushroom body"
<http://purl.obolibrary.org/obo/FBbt_00000872>	"abdominal 6 oblique muscle"
<http://purl.obolibrary.org/obo/FBbt_00003227>	"adepithelial cell of haltere disc"
<http://purl.obolibrary.org/obo/FBbt_00003415>	"mesothoracic reductor muscle"
<http://purl.obolibrary.org/obo/FBbt_01000119>	"anterior ectoderm anlage"
<http://purl.obolibrary.org/obo/FBbt_00005523>	"inclusive hindgut primordium"
<http://purl.obolibrary.org/obo/FBbt_00110246>	"ventral longitudinal muscle 3"
<http://purl.obolibrary.org/obo/FBbt_00048048>	"cell body rind of larval dorsolateral antennal lobe"
<http://purl.obolibrary.org/obo/FBbt_00003456>	"abdominal 1 ventral longitudinal muscle 104"
<http://purl.obolibrary.org/obo/FBbt_00040057>	"anterior maxillary sensory center"
<http://purl.obolibrary.org/obo/FBbt_00000228>	"dorsal trunk posterior branch 5"
<http://purl.obolibrary.org/obo/FBbt_00003532>	"adult crop circular muscle"
<http://purl.obolibrary.org/obo/FBbt_00111225>	"cell body rind of larval ventral nerve cord"
<http://purl.obolibrary.org/obo/FBbt_00047886>	"adult central brain ensheathing glial cell"
<http://purl.obolibrary.org/obo/FBbt_00110363>	"adult SLPav4 lineage clone"
<http://purl.obolibrary.org/obo/FBbt_00001197>	"dorsal abdominal es"
<http://purl.obolibrary.org/obo/FBbt_00057151>	"secondary spermatocyte in meiotic telophase II"
<http://purl.obolibrary.org/obo/FBbt_00003315>	"anterior rotator muscle"
<http://purl.obolibrary.org/obo/FBbt_00111614>	"metathoracic leg posterior compartment"
<http://purl.obolibrary.org/obo/FBbt_00005337>	"first instar larva"
<http://purl.obolibrary.org/obo/FBbt_00000510>	"prothoracic acute muscle"
<http://purl.obolibrary.org/obo/FBbt_00001201>	"dorsal abdominal es4"
<http://purl.obolibrary.org/obo/FBbt_00016014>	"ventral midline glia primordium"
<http://purl.obolibrary.org/obo/FBbt_00017014>	"embryonic primordium of adult posterior midgut"
<http://purl.obolibrary.org/obo/FBbt_00007344>	"somatic stem cell"
<http://purl.obolibrary.org/obo/FBbt_00000269>	"embryonic/larval dorsal branch 4"
<http://purl.obolibrary.org/obo/FBbt_00003006>	"adult segment"
<http://purl.obolibrary.org/obo/FBbt_00111266>	"gnathal neuromere"
<http://purl.obolibrary.org/obo/FBbt_00005792>	"main segment of Malpighian tubule"
<http://purl.obolibrary.org/obo/FBbt_00000190>	"abdominal tracheal primordium 1"
<http://purl.obolibrary.org/obo/FBbt_00000434>	"filzkorper"
<http://purl.obolibrary.org/obo/FBbt_00000201>	"abdominal tracheal pit"
<http://purl.obolibrary.org/obo/FBbt_00100314>	"duct"
<http://purl.obolibrary.org/obo/FBbt_00007129>	"embryonic/larval periesophageal neuropils"
<http://purl.obolibrary.org/obo/FBbt_00003356>	"prothoracic tarsal levator muscle 42"
<http://purl.obolibrary.org/obo/FBbt_00000475>	"dorsal acute muscle"
<http://purl.obolibrary.org/obo/FBbt_00100627>	"neuroblast BLP3"
<http://purl.obolibrary.org/obo/FBbt_00006049>	"escort cell"
<http://purl.obolibrary.org/obo/FBbt_00110002>	"mushroom body gamma lobe slice"
<http://purl.obolibrary.org/obo/FBbt_00005425>	"visual anlage in statu nascendi"
<http://purl.obolibrary.org/obo/FBbt_00015288>	"unfertilized egg"
<http://purl.obolibrary.org/obo/FBbt_00047059>	"mushroom body posterior layer of alpha lobe slice 2"
<http://purl.obolibrary.org/obo/FBbt_00003669>	"protocerebral bridge slice"
<http://purl.obolibrary.org/obo/FBbt_00110187>	"pedunculus of larval mushroom body"
<http://purl.obolibrary.org/obo/FBbt_00000551>	"mesothoracic ventral longitudinal muscle 3"
<http://purl.obolibrary.org/obo/FBbt_00004597>	"anepisternum"
<http://purl.obolibrary.org/obo/FBbt_00001619>	"labial/prothoracic embryonic fiber tract founder cluster"
<http://purl.obolibrary.org/obo/FBbt_00110624>	"adult fruitless pSP-b (male) lineage clone"
<http://purl.obolibrary.org/obo/FBbt_00007028>	"squamous epithelium"
<http://purl.obolibrary.org/obo/FBbt_00046023>	"presumptive trochanter sensillum campaniformium Sc+5"
<http://purl.obolibrary.org/obo/FBbt_00111031>	"larval mesothoracic neuromere"
<http://purl.obolibrary.org/obo/FBbt_00100509>	"developing satellite glial cell"
<http://purl.obolibrary.org/obo/FBbt_00001864>	"keyhole structure"
<http://purl.obolibrary.org/obo/FBbt_00007385>	"calyx of adult mushroom body"
<http://purl.obolibrary.org/obo/FBbt_00005041>	"tracheal precursor cell"
<http://purl.obolibrary.org/obo/FBbt_00004601>	"scutoscutellar suture"
<http://purl.obolibrary.org/obo/FBbt_00005940>	"Ppd14 neuroblast"
<http://purl.obolibrary.org/obo/FBbt_00015563>	"ventral neurectoderm intermediate zone 2"
<http://purl.obolibrary.org/obo/FBbt_00048536>	"central escort cell"
<http://purl.obolibrary.org/obo/FBbt_00007550>	"ellipsoid body slice 6"
<http://purl.obolibrary.org/obo/FBbt_00000240>	"lateral trunk anterior branch 7"
<http://purl.obolibrary.org/obo/FBbt_00003210>	"peripheral adult fat mass"
<http://purl.obolibrary.org/obo/FBbt_00111743>	"lobula layer 5A"
<http://purl.obolibrary.org/obo/FBbt_00007591>	"embryonic/larval abdominal 8 intersegmental apodeme"
<http://purl.obolibrary.org/obo/FBbt_00001240>	"ventral abdominal ch3"
<http://purl.obolibrary.org/obo/FBbt_00005513>	"embryonic primordium of adult hindgut precursor"
<http://purl.obolibrary.org/obo/FBbt_00047147>	"adult enterocyte"
<http://purl.obolibrary.org/obo/FBbt_00001014>	"embryonic/larval abdominal 6 intersegmental apodeme"
<http://purl.obolibrary.org/obo/FBbt_00004208>	"developing embryonic structure"
<http://purl.obolibrary.org/obo/FBbt_00005139>	"neuropil"
<http://purl.obolibrary.org/obo/FBbt_00007091>	"subperineurial glial sheath"
<http://purl.obolibrary.org/obo/FBbt_00050093>	"adult PSp3 lineage clone"
<http://purl.obolibrary.org/obo/FBbt_00001199>	"dorsal abdominal es2"
<http://purl.obolibrary.org/obo/FBbt_00005541>	"cardiogenic mesoderm"
<http://purl.obolibrary.org/obo/FBbt_00001707>	"embryonic/larval fat body region 2''"
<http://purl.obolibrary.org/obo/FBbt_00002638>	"embryonic/larval ventricular ganglion"
<http://purl.obolibrary.org/obo/FBbt_00048388>	"periphallic sclerite"
<http://purl.obolibrary.org/obo/FBbt_00110712>	"presumptive anterior labial plate"
<http://purl.obolibrary.org/obo/FBbt_00000129>	"somatic mesoderm"
<http://purl.obolibrary.org/obo/FBbt_00000952>	"hypodermal muscle of larval abdominal 8"
<http://purl.obolibrary.org/obo/FBbt_00005208>	"dorsal denticle"
<http://purl.obolibrary.org/obo/FBbt_00001636>	"central anastomosing tract"
<http://purl.obolibrary.org/obo/FBbt_00111526>	"anterior-posterior compartment boundary of the eye disc"
<http://purl.obolibrary.org/obo/FBbt_00003021>	"adult mesothoracic segment"
<http://purl.obolibrary.org/obo/FBbt_00012994>	"pupal ventral branch 1"
<http://purl.obolibrary.org/obo/FBbt_00005354>	"stage P7 pupa"
<http://purl.obolibrary.org/obo/FBbt_00004558>	"adult external prothorax"
<http://purl.obolibrary.org/obo/FBbt_00007700>	"embryonic/larval leg neuropil"
<http://purl.obolibrary.org/obo/FBbt_00004640>	"leg"
<http://purl.obolibrary.org/obo/FBbt_00110430>	"adult fruitless aIP-a lineage clone"
<http://purl.obolibrary.org/obo/FBbt_00050202>	"adult SMPad2 lineage clone"
<http://purl.obolibrary.org/obo/FBbt_00005395>	"pupal integumentary system"
<http://purl.obolibrary.org/obo/FBbt_00000281>	"dorsal anastomosis 6"
<http://purl.obolibrary.org/obo/FBbt_00100394>	"ventral organ ganglion"
<http://purl.obolibrary.org/obo/FBbt_00110807>	"presumptive metathoracic tarsal segment 5"
<http://purl.obolibrary.org/obo/FBbt_00050243>	"neuroblast SMPad1 (male)"
<http://purl.obolibrary.org/obo/FBbt_00001102>	"ventral nerve cord"
<http://purl.obolibrary.org/obo/FBbt_00100756>	"abdominal 5 neuroblast NB5-3"
<http://purl.obolibrary.org/obo/FBbt_00040047>	"clamp"
<http://purl.obolibrary.org/obo/FBbt_00004529>	"posterior plate of cibarium"
<http://purl.obolibrary.org/obo/FBbt_00005803>	"frontal ganglion"
<http://purl.obolibrary.org/obo/FBbt_00007141>	"germinal proliferation center hub"
<http://purl.obolibrary.org/obo/FBbt_00001677>	"embryonic/larval ostium"
<http://purl.obolibrary.org/obo/FBbt_00004918>	"calyx of oviduct"
<http://purl.obolibrary.org/obo/FBbt_00000092>	"primordial germ cell"
<http://purl.obolibrary.org/obo/FBbt_00002961>	"pupal transverse connective 2"
<http://purl.obolibrary.org/obo/FBbt_00003062>	"adult ganglionic branch"
<http://purl.obolibrary.org/obo/FBbt_00005442>	"hypopharynx anlage"
<http://purl.obolibrary.org/obo/FBbt_00050054>	"adult CLp2 lineage clone"
<http://purl.obolibrary.org/obo/FBbt_00004599>	"katepisternum"
<http://purl.obolibrary.org/obo/FBbt_00000102>	"germ band"
<http://purl.obolibrary.org/obo/FBbt_00003529>	"adult esophageal circular muscle"
<http://purl.obolibrary.org/obo/FBbt_00001841>	"anal imaginal ring"
<http://purl.obolibrary.org/obo/FBbt_00004764>	"wing vein L6"
<http://purl.obolibrary.org/obo/FBbt_00001053>	"embryonic/larval hindgut muscle"
<http://purl.obolibrary.org/obo/FBbt_00001227>	"ventral abdominal da6"
<http://purl.obolibrary.org/obo/FBbt_00001415>	"neuroblast NB4-4"
<http://purl.obolibrary.org/obo/FBbt_00007647>	"cell body rind of lateral horn"
<http://purl.obolibrary.org/obo/FBbt_00003492>	"abdominal 6 spiracular muscle 136"
<http://purl.obolibrary.org/obo/FBbt_00110777>	"presumptive mesothoracic tarsal segment 3"
<http://purl.obolibrary.org/obo/FBbt_00015565>	"ventral neurectoderm intermediate zone 4"
<http://purl.obolibrary.org/obo/FBbt_00015083>	"central neuropil of larval segment A6"
<http://purl.obolibrary.org/obo/FBbt_00005844>	"Pad3 neuroblast"
<http://purl.obolibrary.org/obo/FBbt_00050149>	"adult CREa1 (female) lineage clone"
<http://purl.obolibrary.org/obo/FBbt_00000242>	"lateral trunk anterior branch 9"
<http://purl.obolibrary.org/obo/FBbt_10005989>	"cystic bulge"
<http://purl.obolibrary.org/obo/FBbt_00003212>	"pericardial adult fat mass"
<http://purl.obolibrary.org/obo/FBbt_00001812>	"posterior dorsal histoblast nest abdominal 3"
<http://purl.obolibrary.org/obo/FBbt_00003187>	"dorsal adult oenocyte band 1"
<http://purl.obolibrary.org/obo/FBbt_00001765>	"clypeo-labral disc"
<http://purl.obolibrary.org/obo/FBbt_00000180>	"embryonic abdominal segment 8"
<http://purl.obolibrary.org/obo/FBbt_00004502>	"anterior tentorial pit"
<http://purl.obolibrary.org/obo/FBbt_00050095>	"adult ALad1 lineage clone"
<http://purl.obolibrary.org/obo/FBbt_00046049>	"female genital disc posterior compartment"
<http://purl.obolibrary.org/obo/FBbt_00000141>	"parasegment 3"
<http://purl.obolibrary.org/obo/FBbt_00006022>	"external sensory organ precursor cell IIIb"
<http://purl.obolibrary.org/obo/FBbt_00004099>	"abdominal nerve trunk"
<http://purl.obolibrary.org/obo/FBbt_00001141>	"dorsal thoracic da"
<http://purl.obolibrary.org/obo/FBbt_00001315>	"midline glial cell"
<http://purl.obolibrary.org/obo/FBbt_00001268>	"A-subperineurial glial cell of abdominal segment 1"
<http://purl.obolibrary.org/obo/FBbt_00045018>	"mushroom body medial lobelet"
<http://purl.obolibrary.org/obo/FBbt_00004642>	"tibia"
