?x	?xl
<http://purl.obolibrary.org/obo/PO_0030136>	"compound drepanium inflorescence"
<http://purl.obolibrary.org/obo/PO_0025516>	"phyllome lamina crena"
<http://purl.obolibrary.org/obo/PO_0009026>	"sporophyll"
<http://purl.obolibrary.org/obo/PO_0001002>	"fruit development stage"
<http://purl.obolibrary.org/obo/PO_0004543>	"shoot axis tuber"
<http://purl.obolibrary.org/obo/PO_0025024>	"branch node"
<http://purl.obolibrary.org/obo/PO_0005848>	"secondary xylem"
<http://purl.obolibrary.org/obo/PO_0006211>	"separation layer"
<http://purl.obolibrary.org/obo/PO_0025268>	"fruit septum"
<http://purl.obolibrary.org/obo/PO_0007071>	"2.02 main shoot and axillary shoots visible at two nodes stage"
<http://purl.obolibrary.org/obo/PO_0025210>	"leaf abaxial trichome"
<http://purl.obolibrary.org/obo/PO_0025332>	"disk flower"
<http://purl.obolibrary.org/obo/PO_0006220>	"central endosperm"
<http://purl.obolibrary.org/obo/PO_0009069>	"anther theca"
<http://purl.obolibrary.org/obo/PO_0025563>	"polyarch protoxylem"
<http://purl.obolibrary.org/obo/PO_0030074>	"archesporium"
<http://purl.obolibrary.org/obo/PO_0025218>	"petal stomatal complex"
<http://purl.obolibrary.org/obo/PO_0009060>	"calyx"
<http://purl.obolibrary.org/obo/PO_0001074>	"N second mitotic division stage in germinating pollen"
<http://purl.obolibrary.org/obo/PO_0020051>	"stipel"
<http://purl.obolibrary.org/obo/PO_0025611>	"stem tegument layer"
<http://purl.obolibrary.org/obo/PO_0025375>	"plant spore stage"
<http://purl.obolibrary.org/obo/PO_0025502>	"fruit ripening stage"
<http://purl.obolibrary.org/obo/PO_0030122>	"compound capitulum inflorescence"
<http://purl.obolibrary.org/obo/PO_0025010>	"petiole margin"
<http://purl.obolibrary.org/obo/PO_0025423>	"plant tissue development stage"
<http://purl.obolibrary.org/obo/PO_0000226>	"rib zone"
<http://purl.obolibrary.org/obo/PO_0000057>	"inflorescence bud"
<http://purl.obolibrary.org/obo/PO_0025127>	"primordium"
<http://purl.obolibrary.org/obo/PO_0001034>	"F bilocular anther stage"
<http://purl.obolibrary.org/obo/PO_0025018>	"phyllome margin"
<http://purl.obolibrary.org/obo/PO_0004524>	"included phloem"
<http://purl.obolibrary.org/obo/PO_0005022>	"plant ovary wall"
<http://purl.obolibrary.org/obo/PO_0007616>	"flowering stage"
<http://purl.obolibrary.org/obo/PO_0025194>	"root nodule meristem"
<http://purl.obolibrary.org/obo/PO_0030090>	"root periderm scar"
<http://purl.obolibrary.org/obo/PO_0020139>	"leaf midvein"
<http://purl.obolibrary.org/obo/PO_0007047>	"whole plant inflorescence detectable stage"
<http://purl.obolibrary.org/obo/PO_0020032>	"plumule"
<http://purl.obolibrary.org/obo/PO_0025107>	"sixth order inflorescence axis"
<http://purl.obolibrary.org/obo/PO_0004726>	"vascular leaf primordium adaxial side"
<http://purl.obolibrary.org/obo/PO_0025587>	"free sepal"
<http://purl.obolibrary.org/obo/PO_0004003>	"phellem"
<http://purl.obolibrary.org/obo/PO_0030098>	"schizocarp fruit"
<http://purl.obolibrary.org/obo/PO_0025441>	"root cambial zone"
<http://purl.obolibrary.org/obo/PO_0004538>	"indeterminate nodule"
<http://purl.obolibrary.org/obo/PO_0001015>	"K second mitotic division stage"
<http://purl.obolibrary.org/obo/PO_0001041>	"chalazal and micropylar domain establishment stage"
<http://purl.obolibrary.org/obo/PO_0000015>	"cotyledon primordium"
<http://purl.obolibrary.org/obo/PO_0007077>	"2.08 main shoot and axillary shoots visible at eight nodes stage"
<http://purl.obolibrary.org/obo/PO_0025550>	"trichome apex"
<http://purl.obolibrary.org/obo/PO_0020003>	"plant ovule"
<http://purl.obolibrary.org/obo/PO_0030061>	"tmema"
<http://purl.obolibrary.org/obo/PO_0001049>	"lodicule development stage"
<http://purl.obolibrary.org/obo/PO_0005048>	"shoot axis periderm"
<http://purl.obolibrary.org/obo/PO_0007027>	"whole plant fruit formation stage 70% to final size"
<http://purl.obolibrary.org/obo/PO_0001058>	"palea primordia visible stage"
<http://purl.obolibrary.org/obo/PO_0008040>	"lodicule primordium"
<http://purl.obolibrary.org/obo/PO_0030069>	"paraphyllium"
<http://purl.obolibrary.org/obo/PO_0007505>	"1 root primordium formation stage"
<http://purl.obolibrary.org/obo/PO_0025617>	"carpel abaxial epidermis"
<http://purl.obolibrary.org/obo/PO_0006376>	"tassel apical meristem"
<http://purl.obolibrary.org/obo/PO_0009073>	"stigma"
<http://purl.obolibrary.org/obo/PO_0025508>	"fruit size 70% to final size stage"
<http://purl.obolibrary.org/obo/PO_0025071>	"terminal reproductive bud"
<http://purl.obolibrary.org/obo/PO_0025244>	"first order infructescence axis"
<http://purl.obolibrary.org/obo/PO_0025475>	"coleorhiza emergence stage"
<http://purl.obolibrary.org/obo/PO_0001021>	"formation of ligule primordium stage"
<http://purl.obolibrary.org/obo/PO_0007063>	"LP.07 seven leaves visible stage"
<http://purl.obolibrary.org/obo/PO_0006313>	"lower floret of pedicellate spikelet of tassel"
<http://purl.obolibrary.org/obo/PO_0030029>	"sporophyte foot"
<http://purl.obolibrary.org/obo/PO_0001029>	"E tetrad stage"
<http://purl.obolibrary.org/obo/PO_0008011>	"plant embryo vascular system"
<http://purl.obolibrary.org/obo/PO_0007603>	"calyx development stage"
<http://purl.obolibrary.org/obo/PO_0006347>	"stem intercalary meristem"
<http://purl.obolibrary.org/obo/PO_0006041>	"petal epidermis"
<http://purl.obolibrary.org/obo/PO_0005423>	"collenchyma"
<http://purl.obolibrary.org/obo/PO_0025039>	"aerial tuber storage parenchyma"
<http://purl.obolibrary.org/obo/PO_0006075>	"primary phloem"
<http://purl.obolibrary.org/obo/PO_0025230>	"columella"
<http://purl.obolibrary.org/obo/PO_0007519>	"5 root hair formation stage"
<http://purl.obolibrary.org/obo/PO_0004713>	"terminal bud"
<http://purl.obolibrary.org/obo/PO_0025347>	"thallus vegetative whole plant development stage"
<http://purl.obolibrary.org/obo/PO_0009080>	"spikelet rachilla"
<http://purl.obolibrary.org/obo/PO_0025002>	"basal root"
<http://purl.obolibrary.org/obo/PO_0025146>	"petal base"
<http://purl.obolibrary.org/obo/PO_0006012>	"leaf collar"
<http://purl.obolibrary.org/obo/PO_0025482>	"bract anlagen"
<http://purl.obolibrary.org/obo/PO_0025097>	"stamen epidermis"
<http://purl.obolibrary.org/obo/PO_0025310>	"megasporangium endothecium"
<http://purl.obolibrary.org/obo/PO_0000002>	"anther wall"
<http://purl.obolibrary.org/obo/PO_0006320>	"ear spikelet"
<http://purl.obolibrary.org/obo/PO_0008003>	"fruit vascular system"
<http://purl.obolibrary.org/obo/PO_0007621>	"megagametophyte development stage"
<http://purl.obolibrary.org/obo/PO_0009040>	"sterile lemma"
<http://purl.obolibrary.org/obo/PO_0025318>	"axillary hair base"
<http://purl.obolibrary.org/obo/PO_0025609>	"shoot axis tegument layer"
<http://purl.obolibrary.org/obo/PO_0025327>	"keel"
<http://purl.obolibrary.org/obo/PO_0025180>	"plant axis elongation zone"
<http://purl.obolibrary.org/obo/PO_0003015>	"primary root differentiation zone"
<http://purl.obolibrary.org/obo/PO_0025353>	"areole bud"
<http://purl.obolibrary.org/obo/PO_0020042>	"simple leaf"
<http://purl.obolibrary.org/obo/PO_0025077>	"terminal strobilus bud"
<http://purl.obolibrary.org/obo/PO_0025401>	"vascular leaf adaxial meristem"
<http://purl.obolibrary.org/obo/PO_0006091>	"embryogenic callus"
<http://purl.obolibrary.org/obo/PO_0009011>	"plant structure"
<http://purl.obolibrary.org/obo/PO_0004502>	"closure of carpel(s) stage"
<http://purl.obolibrary.org/obo/PO_0009020>	"meristem L1 layer"
<http://purl.obolibrary.org/obo/PO_0025529>	"bud dormancy stage"
<http://purl.obolibrary.org/obo/PO_0008017>	"leaf sheath pulvinus"
<http://purl.obolibrary.org/obo/PO_0009054>	"inflorescence bract"
<http://purl.obolibrary.org/obo/PO_0007084>	"SE.10 ten nodes or internodes visible stage"
<http://purl.obolibrary.org/obo/PO_0030033>	"antheridiophore"
<http://purl.obolibrary.org/obo/PO_0025172>	"thorn"
<http://purl.obolibrary.org/obo/PO_0025063>	"subterranean tuber perimedullary zone"
<http://purl.obolibrary.org/obo/PO_0025334>	"terete vascular leaf"
<http://purl.obolibrary.org/obo/PO_0025565>	"shoot system xylem sap"
<http://purl.obolibrary.org/obo/PO_0009104>	"long lateral tassel branch meristem"
<http://purl.obolibrary.org/obo/PO_0030103>	"drupe fruit"
<http://purl.obolibrary.org/obo/PO_0030076>	"archegonium head"
<http://purl.obolibrary.org/obo/PO_0007134>	"sporophyte vegetative stage"
<http://purl.obolibrary.org/obo/PO_0006083>	"adaxial protoderm"
<http://purl.obolibrary.org/obo/PO_0004516>	"late wood"
<http://purl.obolibrary.org/obo/PO_0000054>	"petal vascular system"
<http://purl.obolibrary.org/obo/PO_0025259>	"leaf procambium"
<http://purl.obolibrary.org/obo/PO_0025536>	"plant cuticle ridge"
<http://purl.obolibrary.org/obo/PO_0020103>	"flag leaf"
<http://purl.obolibrary.org/obo/PO_0007005>	"IL.02 1/2 inflorescence length reached stage"
<http://purl.obolibrary.org/obo/PO_0030047>	"hydrome"
<http://purl.obolibrary.org/obo/PO_0007632>	"seed maturation stage"
<http://purl.obolibrary.org/obo/PO_0007114>	"SE.11 eleven nodes or internodes visible stage"
<http://purl.obolibrary.org/obo/PO_0005050>	"phelloderm"
<http://purl.obolibrary.org/obo/PO_0007091>	"SE.01 one node or internode visible stage"
<http://purl.obolibrary.org/obo/PO_0025222>	"reproductive shoot apex"
<http://purl.obolibrary.org/obo/PO_0025193>	"tepal adaxial epidermis"
<http://purl.obolibrary.org/obo/PO_0025366>	"leaf rachis tendril"
<http://purl.obolibrary.org/obo/PO_0006004>	"upper glume"
<http://purl.obolibrary.org/obo/PO_0007041>	"inflorescence emergence stage"
<http://purl.obolibrary.org/obo/PO_0001094>	"plant embryo coleoptilar stage"
<http://purl.obolibrary.org/obo/PO_0030095>	"poricidal capsule fruit"
<http://purl.obolibrary.org/obo/PO_0020063>	"hilum"
<http://purl.obolibrary.org/obo/PO_0001007>	"pollen development stage"
<http://purl.obolibrary.org/obo/PO_0000033>	"fruit valve"
<http://purl.obolibrary.org/obo/PO_0025557>	"endarch protoxylem"
<http://purl.obolibrary.org/obo/PO_0009067>	"filament"
<http://purl.obolibrary.org/obo/PO_0025297>	"seedling radicle"
<http://purl.obolibrary.org/obo/PO_0001185>	"plant embryo globular stage"
<http://purl.obolibrary.org/obo/PO_0025216>	"bract stomatal complex"
<http://purl.obolibrary.org/obo/PO_0028005>	"gametophyte coma"
<http://purl.obolibrary.org/obo/PO_0025124>	"multicellular plant gametangium"
<http://purl.obolibrary.org/obo/PO_0025373>	"seed trichome maturation stage"
<http://purl.obolibrary.org/obo/PO_0025084>	"reproductive bud"
<http://purl.obolibrary.org/obo/PO_0020057>	"testa"
<http://purl.obolibrary.org/obo/PO_0025432>	"cotyledon anlagen"
<http://purl.obolibrary.org/obo/PO_0025246>	"persistent tepal"
<http://purl.obolibrary.org/obo/PO_0009038>	"palea"
<http://purl.obolibrary.org/obo/PO_0000224>	"central zone"
<http://purl.obolibrary.org/obo/PO_0025477>	"floral organ primordium"
<http://purl.obolibrary.org/obo/PO_0025392>	"leaf lamina areole"
<http://purl.obolibrary.org/obo/PO_0005013>	"hypocotyl epidermis"
<http://purl.obolibrary.org/obo/PO_0007068>	"mid rosette growth stage"
<http://purl.obolibrary.org/obo/PO_0020020>	"nucellus"
<http://purl.obolibrary.org/obo/PO_0006341>	"primary shoot system"
<http://purl.obolibrary.org/obo/PO_0008024>	"petiole proximal end"
<http://purl.obolibrary.org/obo/PO_0025549>	"trichome tip"
<http://purl.obolibrary.org/obo/PO_0025057>	"subterranean tuber cortex"
<http://purl.obolibrary.org/obo/PO_0025055>	"tuber cortex"
<http://purl.obolibrary.org/obo/PO_0020028>	"antiraphe"
<http://purl.obolibrary.org/obo/PO_0006349>	"ear sessile spikelet"
<http://purl.obolibrary.org/obo/PO_0025584>	"fused sepal"
<http://purl.obolibrary.org/obo/PO_0025199>	"branch stele"
<http://purl.obolibrary.org/obo/PO_0019026>	"tracheid bar"
<http://purl.obolibrary.org/obo/PO_0030100>	"legume fruit"
<http://purl.obolibrary.org/obo/PO_0020037>	"mesocotyl"
<http://purl.obolibrary.org/obo/PO_0025623>	"ear infructescence axis"
<http://purl.obolibrary.org/obo/PO_0020137>	"leaf apex"
<http://purl.obolibrary.org/obo/PO_0007039>	"leaf trichome development stage"
<http://purl.obolibrary.org/obo/PO_0025105>	"fourth order inflorescence axis"
<http://purl.obolibrary.org/obo/PO_0025131>	"plant anatomical entity"
<http://purl.obolibrary.org/obo/PO_0007525>	"3 establishment of tissue systems stage"
<http://purl.obolibrary.org/obo/PO_0006314>	"upper floret of pedicellate spikelet of tassel"
<http://purl.obolibrary.org/obo/PO_0025139>	"phyllome apex"
<http://purl.obolibrary.org/obo/PO_0006025>	"mestome sheath"
<http://purl.obolibrary.org/obo/PO_0025004>	"plant axis"
<http://purl.obolibrary.org/obo/PO_0025148>	"tepal base"
<http://purl.obolibrary.org/obo/PO_0004536>	"infructescence fruit pedicel"
<http://purl.obolibrary.org/obo/PO_0025041>	"aerial tuber axillary vegetative bud"
<http://purl.obolibrary.org/obo/PO_0006418>	"ear peduncle"
<http://purl.obolibrary.org/obo/PO_0006333>	"seed chalaza"
<http://purl.obolibrary.org/obo/PO_0025312>	"megasporangium exothecium"
<http://purl.obolibrary.org/obo/PO_0025603>	"plant resin"
<http://purl.obolibrary.org/obo/PO_0020123>	"root cap"
<http://purl.obolibrary.org/obo/PO_0007025>	"IE.00 inflorescence tip just visible above flag leaf sheath stage"
<http://purl.obolibrary.org/obo/PO_0025111>	"tenth order inflorescence axis"
<http://purl.obolibrary.org/obo/PO_0006061>	"stigma epidermis"
<http://purl.obolibrary.org/obo/PO_0004704>	"sepal primordium"
<http://purl.obolibrary.org/obo/PO_0006109>	"pith"
<http://purl.obolibrary.org/obo/PO_0025591>	"receptacle cortex"
<http://purl.obolibrary.org/obo/PO_0005417>	"phloem"
<http://purl.obolibrary.org/obo/PO_0020044>	"hyperphyll"
<http://purl.obolibrary.org/obo/PO_0025119>	"plant axis differentiation zone"
<http://purl.obolibrary.org/obo/PO_0025599>	"pistillate flower"
<http://purl.obolibrary.org/obo/PO_0025427>	"secondary xylem development stage"
<http://purl.obolibrary.org/obo/PO_0005598>	"vascular cambium"
<http://purl.obolibrary.org/obo/PO_0007612>	"fully expanded petal stage"
<http://purl.obolibrary.org/obo/PO_0006032>	"lemma awn"
<http://purl.obolibrary.org/obo/PO_0025068>	"shoot axis tuber axillary bud meristem"
<http://purl.obolibrary.org/obo/PO_0007517>	"lateral root emergence stage"
<http://purl.obolibrary.org/obo/PO_0009085>	"exocarp"
<http://purl.obolibrary.org/obo/PO_0006082>	"abaxial protoderm"
<http://purl.obolibrary.org/obo/PO_0004711>	"axillary inflorescence bud"
<http://purl.obolibrary.org/obo/PO_0030116>	"compound raceme inflorescence"
<http://purl.obolibrary.org/obo/PO_0025487>	"bract primordium"
<http://purl.obolibrary.org/obo/PO_0001011>	"A microsporogenous mass stage"
<http://purl.obolibrary.org/obo/PO_0006390>	"rachilla of pedicellate spikelet of tassel"
<http://purl.obolibrary.org/obo/PO_0006325>	"inflorescence axis node"
<http://purl.obolibrary.org/obo/PO_0008008>	"modified aleurone"
<http://purl.obolibrary.org/obo/PO_0009045>	"involucral bract"
<http://purl.obolibrary.org/obo/PO_0025277>	"pollen sac"
<http://purl.obolibrary.org/obo/PO_0000019>	"gynoecium primordium"
<http://purl.obolibrary.org/obo/PO_0001054>	"vascular leaf senescent stage"
<http://purl.obolibrary.org/obo/PO_0006053>	"petal adaxial epidermis"
<http://purl.obolibrary.org/obo/PO_0005645>	"leaf mesophyll"
<http://purl.obolibrary.org/obo/PO_0007501>	"root cap formation stage"
<http://purl.obolibrary.org/obo/PO_0025351>	"glume awn"
<http://purl.obolibrary.org/obo/PO_0025325>	"wing petal"
<http://purl.obolibrary.org/obo/PO_0000272>	"protoxylem"
<http://purl.obolibrary.org/obo/PO_0007509>	"root vascular cylinder differentiation stage"
<http://purl.obolibrary.org/obo/PO_0025359>	"sorus"
<http://purl.obolibrary.org/obo/PO_0000049>	"leaf lamina abaxial epidermis"
<http://purl.obolibrary.org/obo/PO_0025075>	"non-vascular leaf"
<http://purl.obolibrary.org/obo/PO_0025368>	"trichome development stage"
<http://purl.obolibrary.org/obo/PO_0020144>	"apical meristem"
<http://purl.obolibrary.org/obo/PO_0007046>	"IL.01 1/4 inflorescence length reached stage"
<http://purl.obolibrary.org/obo/PO_0030088>	"lateral root spine"
<http://purl.obolibrary.org/obo/PO_0030030>	"perichaetal bract"
<http://purl.obolibrary.org/obo/PO_0025527>	"shoot system development stage"
<http://purl.obolibrary.org/obo/PO_0025440>	"shoot axis cambial zone"
<http://purl.obolibrary.org/obo/PO_0030038>	"venter"
<http://purl.obolibrary.org/obo/PO_0025331>	"ray flower"
<http://purl.obolibrary.org/obo/PO_0008015>	"hypocotyl vascular system"
<http://purl.obolibrary.org/obo/PO_0025035>	"storage parenchyma"
<http://purl.obolibrary.org/obo/PO_0007607>	"sepal primordium visible stage"
<http://purl.obolibrary.org/obo/PO_0025177>	"branch trichome"
<http://purl.obolibrary.org/obo/PO_0009052>	"inflorescence flower pedicel"
<http://purl.obolibrary.org/obo/PO_0006045>	"outer integument epidermis"
<http://purl.obolibrary.org/obo/PO_0007082>	"LP.20 twenty or more leaves whorls visible stage"
<http://purl.obolibrary.org/obo/PO_0025339>	"plant organ development stage"
<http://purl.obolibrary.org/obo/PO_0025170>	"root prickle"
<http://purl.obolibrary.org/obo/PO_0000035>	"cotyledon vascular system"
<http://purl.obolibrary.org/obo/PO_0007017>	"sporophyte senescent stage"
<http://purl.obolibrary.org/obo/PO_0006438>	"lower glume of sessile spikelet of ear"
<http://purl.obolibrary.org/obo/PO_0030108>	"berry fruit"
<http://purl.obolibrary.org/obo/PO_0025061>	"tuber perimedullary zone"
<http://purl.obolibrary.org/obo/PO_0006079>	"shoot system meristem"
<http://purl.obolibrary.org/obo/PO_0009008>	"plant organ"
<http://purl.obolibrary.org/obo/PO_0009111>	"petiole pulvinus"
<http://purl.obolibrary.org/obo/PO_0025386>	"cuticular wax"
<http://purl.obolibrary.org/obo/PO_0025126>	"archegonium"
<http://purl.obolibrary.org/obo/PO_0004514>	"growth ring"
<http://purl.obolibrary.org/obo/PO_0006016>	"leaf epidermis"
<http://purl.obolibrary.org/obo/PO_0006309>	"tassel spikelet"
<http://purl.obolibrary.org/obo/PO_0007053>	"FL.02 1/2 of flowers open stage"
<http://purl.obolibrary.org/obo/PO_0009032>	"petal"
<http://purl.obolibrary.org/obo/PO_0025495>	"non-pericyclic lateral root"
<http://purl.obolibrary.org/obo/PO_0006202>	"interfascicular region"
<http://purl.obolibrary.org/obo/PO_0025434>	"petiole vascular bundle"
<http://purl.obolibrary.org/obo/PO_0007062>	"SE.06 six nodes or internodes visible stage"
<http://purl.obolibrary.org/obo/PO_0025150>	"sepal tip"
<http://purl.obolibrary.org/obo/PO_0003011>	"root vascular system"
<http://purl.obolibrary.org/obo/PO_0007003>	"IL.03 full inflorescence length reached stage"
<http://purl.obolibrary.org/obo/PO_0007096>	"SE.03 three nodes or internodes visible stage"
<http://purl.obolibrary.org/obo/PO_0025184>	"tepal epidermis"
<http://purl.obolibrary.org/obo/PO_0030054>	"epiphragm"
<http://purl.obolibrary.org/obo/PO_0020022>	"inner integument"
<http://purl.obolibrary.org/obo/PO_0007112>	"1 main shoot growth stage"
<http://purl.obolibrary.org/obo/PO_0005660>	"hydathode"
<http://purl.obolibrary.org/obo/PO_0006367>	"glume of ear spikelet"
<http://purl.obolibrary.org/obo/PO_0025577>	"epicalyx bract"
<http://purl.obolibrary.org/obo/PO_0009087>	"mesocarp"
<http://purl.obolibrary.org/obo/PO_0025405>	"leaf marginal meristem"
<http://purl.obolibrary.org/obo/PO_0025059>	"portion of ground tissue"
<http://purl.obolibrary.org/obo/PO_0020131>	"lateral root cap"
<http://purl.obolibrary.org/obo/PO_0007033>	"whole plant development stage"
<http://purl.obolibrary.org/obo/PO_0004506>	"developing seed stage"
<http://purl.obolibrary.org/obo/PO_0001005>	"A archesporial cells visible stage"
<http://purl.obolibrary.org/obo/PO_0005004>	"shoot axis node"
<http://purl.obolibrary.org/obo/PO_0025514>	"phyllome lamina lobe"
<http://purl.obolibrary.org/obo/PO_0030134>	"bostryx inflorescence"
<http://purl.obolibrary.org/obo/PO_0025022>	"collective leaf structure"
<http://purl.obolibrary.org/obo/PO_0006316>	"upper floret of sessile spikelet of tassel"
<http://purl.obolibrary.org/obo/PO_0007088>	"2.04 main shoot and axillary shoots visible at four nodes stage"
<http://purl.obolibrary.org/obo/PO_0025295>	"seedling mesocotyl"
<http://purl.obolibrary.org/obo/PO_0030072>	"costa"
<http://purl.obolibrary.org/obo/PO_0005040>	"root pith"
<http://purl.obolibrary.org/obo/PO_0008036>	"periblem"
<http://purl.obolibrary.org/obo/PO_0001072>	"lodicule primordia visible stage"
<http://purl.obolibrary.org/obo/PO_0007628>	"F four nucleate megagametophyte stage"
<http://purl.obolibrary.org/obo/PO_0025596>	"root system ground meristem"
<http://purl.obolibrary.org/obo/PO_0025500>	"whole plant fruit development stage"
<http://purl.obolibrary.org/obo/PO_0030120>	"spadix inflorescence"
<http://purl.obolibrary.org/obo/PO_0020049>	"leaflet"
<http://purl.obolibrary.org/obo/PO_0025082>	"reproductive shoot system"
<http://purl.obolibrary.org/obo/PO_0025255>	"tenth order infructescence axis"
<http://purl.obolibrary.org/obo/PO_0007059>	"3 branch formation stage"
<http://purl.obolibrary.org/obo/PO_0001032>	"E anther wall tapetum degeneration initiated stage"
<http://purl.obolibrary.org/obo/PO_0025390>	"free ending veinlet"
<http://purl.obolibrary.org/obo/PO_0005011>	"anther dehiscence zone"
<http://purl.obolibrary.org/obo/PO_0004522>	"outer vascular cambium"
<http://purl.obolibrary.org/obo/PO_0005020>	"vascular bundle"
<http://purl.obolibrary.org/obo/PO_0020096>	"egg apparatus"
<http://purl.obolibrary.org/obo/PO_0000199>	"cellular endosperm"
<http://purl.obolibrary.org/obo/PO_0008022>	"quaternary leaf vein"
<http://purl.obolibrary.org/obo/PO_0003022>	"lateral root cap of primary root"
<http://purl.obolibrary.org/obo/PO_0000027>	"lateral root tip"
<http://purl.obolibrary.org/obo/PO_0005028>	"inflorescence vascular system"
<http://purl.obolibrary.org/obo/PO_0025053>	"subterranean tuber pith"
<http://purl.obolibrary.org/obo/PO_0025582>	"fused calyx"
<http://purl.obolibrary.org/obo/PO_0025197>	"stele"
<http://purl.obolibrary.org/obo/PO_0019018>	"plant embryo axis"
<http://purl.obolibrary.org/obo/PO_0025468>	"secondary xylem parenchyma cell death stage of secondary xylem"
<http://purl.obolibrary.org/obo/PO_0020035>	"epicotyl"
<http://purl.obolibrary.org/obo/PO_0025410>	"axial system"
<http://purl.obolibrary.org/obo/PO_0009103>	"short tassel branch meristem"
<http://purl.obolibrary.org/obo/PO_0004724>	"hypocotyl-root junction"
<http://purl.obolibrary.org/obo/PO_0025370>	"seed trichome initiation stage"
<http://purl.obolibrary.org/obo/PO_0025096>	"carpel epidermis"
<http://purl.obolibrary.org/obo/PO_0006388>	"upper glume of pedicellate spikelet of tassel"
<http://purl.obolibrary.org/obo/PO_0025489>	"inflorescence bract primordium"
<http://purl.obolibrary.org/obo/PO_0006023>	"bundle sheath"
<http://purl.obolibrary.org/obo/PO_0008002>	"fruit proximal end"
<http://purl.obolibrary.org/obo/PO_0025553>	"mesarch protoxylem"
<http://purl.obolibrary.org/obo/PO_0001013>	"H late unicellular microspore stage"
<http://purl.obolibrary.org/obo/PO_0003005>	"shoot-borne nodal root"
<http://purl.obolibrary.org/obo/PO_0020006>	"funicle"
<http://purl.obolibrary.org/obo/PO_0000013>	"cauline leaf"
<http://purl.obolibrary.org/obo/PO_0006416>	"pedicel of tassel spikelet"
<http://purl.obolibrary.org/obo/PO_0005772>	"exodermis"
<http://purl.obolibrary.org/obo/PO_0006331>	"seed raphe"
<http://purl.obolibrary.org/obo/PO_0025178>	"stem epidermis"
<http://purl.obolibrary.org/obo/PO_0006066>	"petiole parenchyma"
<http://purl.obolibrary.org/obo/PO_0025601>	"staminate inflorescence"
<http://purl.obolibrary.org/obo/PO_0025069>	"aerial tuber axillary bud meristem"
<http://purl.obolibrary.org/obo/PO_0002004>	"silk scar"
<http://purl.obolibrary.org/obo/PO_0009071>	"anther wall tapetum"
<http://purl.obolibrary.org/obo/PO_0009010>	"seed"
<http://purl.obolibrary.org/obo/PO_0025242>	"infructescence axis"
<http://purl.obolibrary.org/obo/PO_0025473>	"compression wood"
<http://purl.obolibrary.org/obo/PO_0025088>	"gynoecium ridge"
<http://purl.obolibrary.org/obo/PO_0006311>	"tassel sessile spikelet"
<http://purl.obolibrary.org/obo/PO_0025309>	"microsporangium endothecium"
<http://purl.obolibrary.org/obo/PO_0030032>	"seta"
<http://purl.obolibrary.org/obo/PO_0008028>	"reproductive shoot apical meristem"
<http://purl.obolibrary.org/obo/PO_0005421>	"parenchyma"
<http://purl.obolibrary.org/obo/PO_0025206>	"phyllome vascular system"
<http://purl.obolibrary.org/obo/PO_0025037>	"fruit storage parenchyma"
<http://purl.obolibrary.org/obo/PO_0006073>	"intercalary meristem"
<http://purl.obolibrary.org/obo/PO_0004716>	"terminal vegetative bud"
<http://purl.obolibrary.org/obo/PO_0025345>	"gametophore vegetative whole plant development stage"
<http://purl.obolibrary.org/obo/PO_0007019>	"BO.05 flag leaf sheath opened stage"
<http://purl.obolibrary.org/obo/PO_0030114>	"fruit pedicel"
<http://purl.obolibrary.org/obo/PO_0030003>	"protonema"
<http://purl.obolibrary.org/obo/PO_0030005>	"caulonema"
<http://purl.obolibrary.org/obo/PO_0025144>	"petal apex"
<http://purl.obolibrary.org/obo/PO_0004532>	"secondary xylem parenchyma"
<http://purl.obolibrary.org/obo/PO_0025008>	"petal margin"
<http://purl.obolibrary.org/obo/PO_0006018>	"leaf adaxial epidermis"
<http://purl.obolibrary.org/obo/PO_0025273>	"stem procambium"
<http://purl.obolibrary.org/obo/PO_0006440>	"upper glume of sessile spikelet of ear"
<http://purl.obolibrary.org/obo/PO_0001050>	"leaf development stage"
<http://purl.obolibrary.org/obo/PO_0001052>	"vascular leaf expansion stage"
<http://purl.obolibrary.org/obo/PO_0003018>	"root cap of lateral root"
<http://purl.obolibrary.org/obo/PO_0025607>	"vegetative shoot system"
<http://purl.obolibrary.org/obo/PO_0025189>	"petiole stomatal complex"
<http://purl.obolibrary.org/obo/PO_0005702>	"aerenchyma"
<http://purl.obolibrary.org/obo/PO_0004708>	"scutellar node"
<http://purl.obolibrary.org/obo/PO_0000047>	"leaf lamina epidermis"
<http://purl.obolibrary.org/obo/PO_0030128>	"determinate thyrse inflorescence"
<http://purl.obolibrary.org/obo/PO_0004500>	"formation of vascular leaflet primordia stage"
<http://purl.obolibrary.org/obo/PO_0001023>	"rapid elongation of vascular leaf lamina stage"
<http://purl.obolibrary.org/obo/PO_0025138>	"fused collective tepal structure"
<http://purl.obolibrary.org/obo/PO_0025289>	"seedling coleorhiza"
<http://purl.obolibrary.org/obo/PO_0005006>	"articulated laticifer"
<http://purl.obolibrary.org/obo/PO_0025029>	"shoot axis"
<http://purl.obolibrary.org/obo/PO_0025560>	"triarch protoxylem"
<http://purl.obolibrary.org/obo/PO_0025175>	"leaf prickle"
<http://purl.obolibrary.org/obo/PO_0006214>	"stem aerenchyma"
<http://purl.obolibrary.org/obo/PO_0005661>	"salt gland"
